-0.18085,-0.017252,-0.57977,-0.47978,-0.51376,-0.26709,-0.23463,0.0060086,0.11643,0.14979,0.15017,0.098421,-0.076825,-0.099857,-0.089433,-0.097816,-0.14978,-0.27894,0.093736,-0.15322,-0.05562,-0.10297,-0.11184,-0.076557,-0.11958
-0.35962,-0.058252,-0.83341,-0.90019,-0.75634,-0.35963,-0.29269,0.0607,0.27851,0.15206,0.15493,0.17715,-0.090226,-0.28523,-0.16002,-0.16463,-0.58275,-0.53647,0.13027,-0.42448,-0.30122,-0.23385,-0.23029,-0.19694,-0.19888
-0.59169,0.022046,-1.0785,-1.1187,-1.0667,-0.44468,-0.27035,0.035838,0.27878,0.25993,0.25689,0.22541,-0.18199,-0.37703,-0.2705,-0.27083,-0.83738,-0.56047,0.057065,-0.73192,-0.65856,-0.36748,-0.30466,-0.30902,-0.1884
-0.98064,-0.082611,-1.0805,-1.3342,-1.1346,-0.40322,-0.46808,0.048156,0.28173,0.27227,0.2662,0.23484,-0.26517,-0.36882,-0.3592,-0.37725,-0.981,-0.60471,-0.15519,-0.86222,-1.009,-0.46556,-0.45016,-0.42034,-0.33797
-1.2835,-0.14389,-1.1677,-1.4368,-1.2469,-0.5736,-0.52584,-0.087162,0.045139,0.15731,0.14822,0.14364,-0.32905,-0.4852,-0.4277,-0.49585,-1.0625,-0.79096,-0.42968,-1.0095,-1.1948,-0.63956,-0.59125,-0.55896,-0.45199
-1.3946,-0.17519,-1.0426,-1.4327,-1.2194,-0.62967,-0.54375,-0.18557,-0.13997,0.082148,0.072537,0.055798,-0.33436,-0.62217,-0.56959,-0.61318,-1.1749,-0.95362,-0.52856,-1.2642,-1.4721,-0.81394,-0.6768,-0.66319,-0.5417
-1.4604,-0.37308,-1.3223,-1.5833,-1.5177,-0.82089,-0.60992,-0.25785,-0.27474,-0.061737,-0.076446,-0.016377,-0.49826,-0.76699,-0.67464,-0.72862,-1.1906,-1.0284,-0.58374,-1.5646,-1.5838,-1.0214,-0.82812,-0.79492,-0.67918
-1.5235,-0.58783,-1.3756,-1.5337,-1.4669,-0.95644,-0.69172,-0.36931,-0.42541,-0.13694,-0.1528,-0.074256,-0.65868,-0.92311,-0.78735,-0.87601,-1.2068,-1.248,-0.85052,-1.5792,-1.7254,-1.2608,-0.96573,-0.93187,-0.64475
-1.4976,-0.72856,-1.3869,-1.5597,-1.5011,-0.92934,-0.68102,-0.45319,-0.49633,-0.2925,-0.31015,-0.19461,-0.79463,-0.94834,-0.85475,-0.99569,-1.2018,-1.2352,-1.0563,-1.6082,-1.8829,-1.4733,-0.99724,-0.98631,-0.76314
-1.4752,-0.82171,-1.5522,-1.7507,-1.6464,-0.97307,-0.60532,-0.4786,-0.52137,-0.39795,-0.42186,-0.30326,-0.94258,-0.89943,-0.947,-1.1027,-1.2719,-1.2082,-1.2561,-1.8788,-1.8661,-1.6606,-1.1465,-1.1287,-1.0022
