0,-16.9378085,-16.969664,-18.88,-21.043000000000003,-25.81
1,-18.451072500000002,-18.48568,-21.898,-21.043000000000003,-31.24
2,-19.642137500000004,-19.735699999999998,-24.384,-21.043000000000003,-34.74
3,-20.602032500000004,-20.63577,-26.824,-21.043000000000003,-38.128
4,-21.353609999999993,-21.391610000000004,-30.199,-21.043000000000003,-42.534
5,-22.07107999999999,-22.123870000000004,-32.372,-21.043000000000003,-45.467
6,-22.5567975,-22.58755,-33.443,-21.043000000000003,-47.211
7,-22.836804999999995,-22.845519999999997,-34.356,-21.043000000000003,-48.967
8,-22.948329999999995,-22.96444,-35.089,-21.043000000000003,-50.392
9,-23.0306775,-23.01369,-35.649,-21.043000000000003,-51.226
