-0.94452,-2.2549,-1.9177,-1.9699,-2.0531,-3.4757,-3.2742,-2.5305,-2.2867,-2.5409,-2.5187,-2.2692,-3.1984,-3.4133,-3.4753,-2.8255,-3.1287,-2.3048,-1.9396,-3.2808,-2.7807,-1.7752,-2.3625,-3.5662,-2.5282,-1.7539,-1.7954,-3.1384,-3.4907,-3.0203,-1.4645,-2.8241,-3.1291,-3.5337,-3.3326,-3.4855,-3.3233,-1.7503,-1.8602,-2.2364
-0.77154,-2.2602,-2.0527,-1.9181,-2.0738,-3.4875,-3.2917,-2.4821,-2.4398,-2.4758,-2.4588,-2.6891,-3.3374,-3.6885,-3.5023,-3.11,-3.1406,-2.1098,-1.856,-3.0238,-2.6809,-1.7991,-2.2472,-3.7148,-2.8135,-2.182,-2.1868,-3.0875,-3.6334,-3.2666,-1.3521,-2.7315,-3.3368,-3.2051,-3.0492,-2.9952,-3.3532,-1.7065,-1.8044,-2.1832
-0.75853,-2.3135,-1.9533,-1.5602,-2.0248,-3.7291,-3.3327,-2.8063,-2.8382,-2.7136,-2.7102,-2.982,-3.4193,-3.5476,-3.4849,-3.3825,-3.3601,-2.3994,-1.6273,-2.9828,-2.836,-1.7305,-2.3009,-3.6255,-2.4008,-1.8702,-1.8905,-2.9525,-3.9498,-2.5744,-1.5219,-3.232,-3.4858,-3.3311,-3.1703,-2.7886,-3.2072,-1.7611,-1.793,-2.2752
-1.0986,-2.3435,-1.5834,-1.1556,-1.6555,-3.7754,-3.2358,-2.8392,-2.9264,-2.3697,-2.3598,-2.9423,-3.4378,-3.5489,-3.2003,-3.4775,-3.0774,-2.2272,-1.7575,-3.2345,-2.6565,-1.6815,-2.4508,-3.6464,-2.0466,-1.8051,-1.8322,-3.0215,-3.8251,-2.6979,-1.4961,-2.8088,-3.4048,-3.0839,-2.8928,-2.678,-3.2935,-1.6614,-1.6309,-2.087
-1.2394,-2.2957,-1.0786,-0.82697,-1.2755,-3.8759,-3.1976,-2.8833,-3.029,-2.7978,-2.784,-2.7014,-3.1715,-3.6649,-3.1518,-2.9541,-2.9026,-2.085,-1.8401,-3.2018,-2.8989,-1.6525,-2.7826,-3.4281,-2.1823,-1.6822,-1.7112,-3.2045,-3.5141,-2.478,-1.4708,-2.9723,-3.2086,-3.0785,-2.9432,-2.7072,-3.3274,-1.3191,-1.4069,-1.9487
-1.4999,-2.4509,-1.2015,-1.0465,-1.3849,-4.1858,-3.7678,-2.8536,-2.913,-2.4912,-2.4773,-2.561,-3.1352,-3.3601,-3.0151,-3.2956,-3.0291,-1.9724,-1.9254,-2.8676,-2.8269,-1.6264,-2.4907,-3.4204,-2.1213,-1.7586,-1.7808,-3.0001,-3.3543,-2.7002,-1.4164,-2.9197,-2.7473,-3.2961,-3.1474,-2.2085,-3.1207,-1.4886,-1.3772,-1.5471
-1.7934,-2.3962,-1.5631,-1.118,-1.6053,-3.9925,-3.9743,-3.0611,-3.1335,-2.5092,-2.4985,-2.7072,-2.8486,-3.4731,-2.9439,-3.254,-2.7075,-2.1302,-1.8359,-2.8128,-2.6657,-1.5643,-2.3635,-3.2872,-2.0977,-1.5044,-1.5528,-2.9609,-3.341,-2.3858,-1.1478,-2.7303,-2.6526,-2.8555,-2.8127,-2.111,-2.9504,-1.3193,-1.2222,-1.7485
-1.5857,-2.215,-1.7416,-1.2388,-1.6982,-3.729,-3.7561,-3.1574,-3.348,-2.3662,-2.3506,-2.7047,-2.8599,-3.4332,-2.6898,-2.7635,-2.5721,-2.091,-1.8203,-2.7377,-2.7099,-1.5584,-2.183,-3.1259,-2.1582,-1.2141,-1.2482,-2.8761,-3.3891,-2.6434,-0.7791,-3.0312,-2.5378,-2.7439,-2.589,-2.3152,-2.7821,-1.3231,-1.0413,-1.5877
-1.6021,-2.2085,-1.7903,-1.6182,-1.9375,-3.514,-3.6605,-3.0217,-3.137,-2.5313,-2.5244,-2.4237,-2.776,-3.2072,-2.6546,-3.1716,-2.6747,-1.9576,-1.5482,-2.4629,-3.2211,-1.4736,-2.1824,-3.0654,-2.1452,-1.362,-1.3875,-2.5638,-3.3905,-2.223,-0.55997,-2.3717,-2.4819,-2.8036,-2.6807,-2.5259,-2.588,-1.2101,-0.86715,-1.4574
-1.7414,-1.9942,-1.765,-1.5604,-1.7608,-3.4621,-3.4238,-3.1864,-3.2748,-2.4814,-2.4697,-2.2432,-2.5218,-3.3621,-2.6131,-2.8106,-2.68,-2.086,-1.6672,-2.1735,-3.0958,-1.3954,-2.0454,-2.9117,-1.8681,-1.5485,-1.5475,-2.5057,-2.9097,-2.2954,-0.68691,-1.9606,-2.5365,-2.8875,-2.8011,-2.8891,-2.7024,-1.2081,-0.74308,-1.5817
