-0.27486,-0.29302,-0.28571,-0.39655,-0.31648,-1.6485,-1.1506,-0.55064,-0.74596,-0.76319,-2.592,-0.79742,-1.0239,-0.83724,-0.57623,-2.658,-0.22659,-0.81859,-0.62218,-0.48043,-0.60378,-0.59399,-1.1776,-1.9427,-0.75062,-0.97906,-0.37671,-0.80573,-0.80592,-0.4491,-0.72637,-0.68844,-0.63626,-0.66667
-0.44208,-0.48824,-0.32481,-0.3679,-0.33812,-1.5436,-1.1606,-0.55457,-0.75211,-0.88282,-2.6004,-0.9263,-1.2208,-0.94765,-0.60609,-2.7883,-0.28416,-0.88457,-0.51162,-0.47391,-0.67649,-0.67223,-1.2134,-1.9652,-0.74459,-0.93365,-0.47462,-0.76579,-0.76238,-0.41688,-0.86148,-0.84318,-0.941,-0.59102
-0.56759,-0.35894,-0.24377,-0.49495,-0.39229,-1.648,-1.2055,-0.55936,-0.74258,-1.0497,-2.6726,-1.132,-1.2386,-1.1168,-0.84182,-2.7752,-0.32943,-0.97939,-0.79675,-0.63946,-0.51707,-0.50808,-1.3279,-2.1223,-0.86597,-1.0265,-0.5122,-0.47636,-0.53392,-0.43251,-0.93585,-1.1047,-1.051,-0.68688
-0.46553,-0.4494,-0.20655,-0.60685,-0.41831,-1.5301,-1.2355,-0.66852,-0.84263,-1.2135,-2.8154,-1.269,-1.1252,-1.2371,-1.1243,-2.7563,-0.471,-1.0642,-0.91253,-0.83138,-0.66906,-0.66413,-1.235,-2.2954,-1.0917,-1.1919,-0.61482,-0.82695,-0.81968,-0.49023,-0.88098,-1.2485,-1.5207,-0.67596
-0.40694,-0.46387,-0.33653,-0.56741,-0.43394,-1.4539,-1.2006,-0.67753,-0.81778,-1.3823,-2.8789,-1.4346,-1.0832,-1.3936,-1.1709,-2.6574,-0.55816,-1.0799,-1.0541,-0.92732,-0.79887,-0.79063,-1.2698,-2.3062,-1.1403,-1.0799,-0.82922,-0.94568,-0.94723,-0.76491,-1.2405,-1.4472,-1.4492,-0.82538
-0.51869,-0.63645,-0.43764,-0.4574,-0.49562,-1.4851,-1.1749,-0.71922,-0.8025,-1.4892,-2.9698,-1.5479,-1.2439,-1.5472,-1.1633,-2.6291,-0.65465,-1.0779,-1.042,-1.1416,-0.92445,-0.91828,-1.2735,-2.3093,-1.2643,-1.2079,-0.8774,-1.101,-1.0986,-0.70983,-1.2481,-1.6241,-1.7947,-0.82972
-0.63713,-0.95567,-0.50388,-0.61271,-0.56256,-1.6685,-1.1129,-0.79491,-0.99849,-1.7034,-3.0394,-1.7183,-1.1375,-1.702,-1.3507,-2.9363,-0.72816,-1.2381,-1.0836,-1.1958,-1.0407,-1.0299,-1.3006,-2.2482,-1.3148,-1.3786,-0.99147,-1.0063,-0.99688,-0.87513,-1.3879,-1.8077,-1.3995,-0.94377
-0.74304,-1.2172,-0.51562,-0.82046,-0.61364,-1.6951,-1.1444,-0.78453,-1.0748,-1.9114,-3.1243,-1.771,-1.3966,-1.798,-1.4602,-2.7556,-0.89166,-1.3398,-1.2667,-1.1957,-1.2203,-1.2154,-1.2576,-2.1157,-1.327,-1.2504,-1.2063,-1.0963,-1.0919,-0.95618,-1.6236,-2.0189,-1.824,-1.0917
-0.93376,-1.2952,-0.59771,-0.96578,-0.70272,-1.7824,-1.2101,-0.83307,-1.0889,-2.1117,-3.2259,-1.9432,-1.5528,-1.8956,-1.6617,-2.6403,-1.0422,-1.5032,-1.3613,-1.1667,-1.2568,-1.2466,-1.3708,-2.2229,-1.4089,-1.2292,-1.1865,-1.2324,-1.2693,-0.83092,-1.9755,-2.1381,-1.7157,-1.2544
-1.1718,-1.3077,-0.69003,-0.88574,-0.77986,-1.9927,-1.2646,-0.84018,-1.066,-2.2866,-3.1629,-2.123,-1.5839,-1.9832,-1.686,-2.7091,-1.1435,-1.5373,-1.4565,-1.4529,-1.2464,-1.2418,-1.3813,-2.1589,-1.5026,-1.3658,-0.88254,-1.4422,-1.4453,-0.91722,-2.1596,-2.3843,-1.9438,-1.3693
