-0.043503,-0.059905,-0.0019528,0.019579,-0.052786,-0.011078,-0.041514,-0.038285,-0.03359,-0.040227,-0.06801,-0.069342,-0.10094,-0.062387,-0.079855,-0.012557,-0.15537,-0.0079875,-0.030506,0.0020699,-0.057002,-0.057327,0.015956,0.00062217,-0.025462,-0.082867,-0.11584,-0.16254,-0.056403,-5.624e-05,-0.095811,-0.062341
-0.093597,-0.075249,-0.016422,-0.071435,-0.05985,-0.024221,-0.048435,-0.069723,-0.066673,-0.084155,-0.090846,-0.089225,-0.085124,0.013869,-0.045888,0.035645,-0.1996,-0.06478,-0.023979,-0.0036858,-0.090979,-0.094791,-0.0093862,0.0024268,-0.025039,-0.23841,-0.26955,-0.21878,-0.038388,0.0024341,-0.11307,-0.15084
-0.0795,-0.10202,-0.076132,-0.093944,-0.11119,-0.06867,-0.048038,-0.097037,-0.094019,-0.10875,-0.12663,-0.15101,-0.11705,-0.045003,-0.10611,0.037026,-0.27055,-0.07053,-0.056012,-0.013898,-0.14342,-0.082552,-0.020588,-0.0080449,-0.04144,-0.37427,-0.41871,-0.22531,-0.055517,-0.0073014,-0.1159,-0.18297
-0.18249,-0.1425,-0.10613,-0.098967,-0.15201,-0.068616,-0.10844,-0.12929,-0.12523,-0.14365,-0.17638,-0.16002,-0.079379,-0.068155,-0.12738,-0.019778,-0.33856,-0.050236,-0.082729,-0.017687,-0.1343,0.012752,-0.039808,-0.027959,-0.043433,-0.40129,-0.42513,-0.27022,-0.093433,-0.014697,-0.0788,-0.19284
-0.14743,-0.15739,-0.12396,-0.13488,-0.18699,-0.087718,-0.10713,-0.13705,-0.13386,-0.13489,-0.1881,-0.22279,-0.11338,-0.20689,-0.15594,-0.020351,-0.3698,-0.060373,-0.083109,-0.034089,-0.13737,0.02075,-0.03816,-0.043559,-0.035167,-0.45994,-0.48262,-0.36018,-0.084742,-0.0020004,0.019948,-0.16751
-0.17124,-0.17414,-0.1628,-0.11893,-0.25762,-0.12246,-0.12565,-0.14857,-0.14477,-0.15632,-0.17589,-0.23901,-0.13604,-0.25329,-0.1683,-0.022658,-0.46625,-0.054074,-0.083398,-0.048886,-0.1452,-0.058171,-0.06004,-0.05817,-0.026747,-0.49715,-0.53579,-0.36783,-0.11842,-0.024567,0.086205,-0.099429
-0.21534,-0.19274,-0.19486,-0.15848,-0.32314,-0.096842,-0.16404,-0.14817,-0.14274,-0.18809,-0.27373,-0.25842,-0.16047,-0.28185,-0.20568,-0.042933,-0.51691,-0.01532,-0.075437,-0.064606,-0.12204,-0.086449,-0.090115,-0.064755,-0.051053,-0.52289,-0.57514,-0.35947,-0.17789,-0.02688,0.00072965,-0.082519
-0.23141,-0.1926,-0.20033,-0.13554,-0.32249,-0.13463,-0.19114,-0.15702,-0.15029,-0.23165,-0.3573,-0.26198,-0.20484,-0.37409,-0.23422,-0.10036,-0.5487,-0.0050843,-0.076847,-0.081513,-0.091016,-0.061729,-0.076755,-0.076046,-0.047365,-0.53613,-0.56965,-0.43209,-0.236,-0.054759,-0.088034,-0.20566
-0.31803,-0.2111,-0.20004,-0.1505,-0.30505,-0.13519,-0.18689,-0.1724,-0.16442,-0.24511,-0.34284,-0.28712,-0.19138,-0.42104,-0.2313,-0.17154,-0.60878,-0.059355,-0.063224,-0.077457,-0.083529,-0.1022,-0.090408,-0.09741,-0.059965,-0.57875,-0.63065,-0.38889,-0.20226,-0.060285,-0.12259,-0.2338
-0.34965,-0.22472,-0.21524,-0.14485,-0.30145,-0.12213,-0.18164,-0.1933,-0.18594,-0.26438,-0.36844,-0.31574,-0.20615,-0.45334,-0.25962,-0.19109,-0.67174,-0.08217,-0.12383,-0.084364,-0.09084,-0.143,-0.088506,-0.12167,-0.090626,-0.65392,-0.70095,-0.45306,-0.22165,-0.068784,-0.07677,-0.16298
