-0.13022,-0.1281,-2.1881,-1.5777,-1.3506,-1.362,-0.98597,-1.0138,0.0067747,-1.3047,-0.55011,-1.3641,-0.90395,-2.6075,-0.32802,-0.72681,-2.0479,-1.0224,-0.78384,-0.96406,-0.95103,-1.0476,-0.19273,-1.1181,-0.49307,-0.54131,0.079528,-1.5273,-0.21439,-0.38547,-1.9905
0.1799,-0.16874,-2.0498,-1.4554,-0.78751,-0.80864,-0.72097,-0.74353,-0.077351,-1.1106,-0.35295,-1.3422,-0.84781,-2.2546,-0.27506,-0.59301,-1.9512,-0.98455,-0.96536,-0.7721,-0.76105,-0.80468,-0.50579,-1.098,-0.013842,-0.19237,0.14241,-1.4403,-0.10842,-0.59174,-2.2769
0.27694,-0.5236,-1.9647,-1.2869,-1.0328,-1.0427,-0.55307,-0.55434,0.02151,-0.95831,-0.26727,-1.3815,-0.75982,-2.0664,-0.052619,-0.60247,-2.0126,-0.74542,-0.68324,-0.73181,-0.7199,-0.65595,-0.4848,-0.95075,-0.082769,0.14789,0.3685,-1.3203,0.043305,-0.54598,-1.7686
0.32949,-0.55447,-1.7213,-1.0374,-1.0434,-1.0707,-0.27011,-0.27164,-0.28011,-0.8609,-0.14179,-1.2366,-0.70319,-1.7574,0.092064,-0.3892,-1.8593,-0.7542,-0.51104,-0.55181,-0.53599,-0.71636,-0.17334,-0.81609,0.072374,0.10273,0.39843,-1.3317,0.27556,-0.71403,-1.6413
0.41318,-0.37077,-1.4948,-0.86904,-0.85267,-0.88547,-0.45221,-0.45746,-0.28348,-0.71303,-0.029211,-0.95903,-0.4774,-1.4755,0.28314,-0.26567,-1.4609,-0.57518,-0.51314,-0.37965,-0.36199,-0.52333,-0.35794,-0.92754,0.15557,0.18938,0.40656,-0.96112,0.38462,-0.9525,-1.5539
0.38347,-0.30007,-1.5364,-0.71079,-0.84745,-0.89398,-0.67128,-0.66795,0.039289,-0.47002,-0.0040137,-1.0379,-0.44373,-1.2082,0.45219,-0.13081,-1.3405,-0.62962,-0.28095,-0.16691,-0.15277,-0.052371,-0.11421,-1.023,0.28511,0.20952,0.3638,-0.79682,0.53453,-0.61048,-1.2218
0.73944,-0.25667,-1.4317,-0.56559,-0.37656,-0.39917,-0.5813,-0.571,0.026311,-0.40708,0.17369,-1.1524,-0.29334,-0.88819,0.64701,0.056307,-1.3153,-0.40101,-0.29698,-0.0007295,0.0051451,0.020001,0.22269,-0.70835,0.088602,0.22301,0.29604,-0.90548,0.41967,-0.48062,-0.88551
1.1315,0.061262,-1.216,-0.53221,-0.36935,-0.43592,-0.42956,-0.40671,0.031898,-0.38488,0.24344,-0.91924,-0.26012,-0.88474,0.66182,-0.01434,-1.2694,-0.38536,-0.218,0.06604,0.073275,-0.083121,-0.0020614,-0.75423,0.11577,0.25149,0.37904,-1.0189,0.41966,-0.56593,-1.0927
1.2801,-0.072012,-0.9897,-0.47283,-0.33214,-0.36263,-0.27027,-0.24799,-0.037901,-0.3387,0.19541,-0.64166,-0.13591,-0.77133,0.76657,0.053127,-1.1277,-0.23205,-0.24801,0.11589,0.12063,0.34766,0.19127,-1.0636,0.26064,0.57636,0.34185,-1.0641,0.48069,-0.47437,-0.68942
1.4214,-0.037191,-0.89047,-0.44559,-0.26107,-0.30537,-0.4192,-0.41054,-0.117,-0.20539,0.39016,-0.55315,-0.062081,-0.66517,0.72826,0.21987,-0.94353,-0.19777,-0.18349,0.13832,0.14043,0.20297,0.30078,-0.86573,0.32314,0.43788,0.25784,-0.71606,0.55656,-0.23342,-0.43543
