-0.11456,-0.1618,0.079114,0.003505,-0.040251,-0.018389,-0.049539,-0.01644,-0.013781,-0.027767,-0.11126,-0.0793,0.0026971,0.1366,0.15156,0.088359,-0.26477,0.085713,-0.023384,0.014293,-0.027004,-0.072415,0.058582,0.013189,-0.0089367,-0.19723,-0.23548,-0.13845,0.088442,-0.17165,-0.14081,0.10328
-0.11882,-0.16349,0.094782,-0.067933,-0.081499,-0.050735,-0.072609,-0.018504,-0.020128,-0.039597,-0.13949,-0.04597,0.16505,0.24718,0.34478,0.073322,-0.21862,0.016186,0.053774,0.003523,-0.086346,-0.16008,0.027956,0.025512,-0.033805,-0.29708,-0.30698,-0.16347,0.2487,-0.4494,-0.12031,-0.02082
-0.07071,-0.10672,0.057776,-0.090423,-0.099779,-0.066469,-0.05378,-0.0042693,-0.0034976,-0.039607,-0.15068,-0.047737,0.32542,0.04709,0.39044,-0.085571,-0.35771,0.028789,0.041192,-0.032508,-0.12249,-0.097255,0.00021536,0.016386,-0.06607,-0.52566,-0.56982,-0.22213,0.30795,-0.42215,-0.014152,-0.020981
-0.084989,-0.22292,-0.090645,-0.12365,-0.17859,-0.080096,-0.14835,-0.076458,-0.073904,-0.14797,-0.31036,-0.26239,0.20964,0.099515,0.31319,-0.021368,-0.68333,0.078534,0.022496,-0.055438,-0.12527,0.0022598,0.0048686,-0.015906,-0.06302,-0.62456,-0.59968,-0.40088,0.29204,-0.41131,0.19879,0.12678
-0.13213,-0.23557,-0.1121,-0.12445,-0.22347,-0.088567,-0.15647,-0.084925,-0.084125,-0.18221,-0.34068,-0.29165,0.1182,0.0021741,0.19118,-0.12112,-0.5387,0.011446,-0.0731,-0.031825,-0.13125,-0.035237,-0.023684,-0.035757,-0.063731,-0.67904,-0.65402,-0.4914,0.35048,-0.41496,0.32184,0.24318
-0.15008,-0.22975,-0.13936,-0.11831,-0.32648,-0.11653,-0.1547,-0.12271,-0.12057,-0.20829,-0.34042,-0.23334,0.10039,0.039373,0.21506,-0.13732,-0.76605,0.020258,-0.043585,-0.037503,-0.19842,-0.12011,-0.059496,-0.047772,-0.066807,-0.72347,-0.69864,-0.33809,0.29971,-0.18062,0.31395,0.35338
-0.26697,-0.29159,-0.23367,-0.17116,-0.41254,-0.095128,-0.20019,-0.088819,-0.085524,-0.19576,-0.3897,-0.57171,-0.0043569,0.0016515,0.18931,-0.029673,-0.90603,0.022822,-0.037333,-0.064327,-0.19773,-0.11236,-0.069172,-0.024877,-0.10221,-0.74995,-0.73279,-0.15398,0.13694,-0.19432,0.32783,0.50389
-0.3044,-0.21105,-0.28946,-0.17354,-0.39347,-0.14245,-0.2398,-0.074086,-0.072228,-0.24025,-0.43041,-0.7525,-0.08257,-0.1215,-0.01398,-0.14514,-0.79844,0.087361,-0.08684,-0.08148,-0.14028,-0.099641,-0.074411,-0.074734,-0.15092,-0.5926,-0.61883,-0.24831,0.13589,-0.66652,0.25973,0.43919
-0.40848,-0.19157,-0.16244,-0.20245,-0.31436,-0.15548,-0.23004,-0.15308,-0.14908,-0.3098,-0.47169,-0.88633,-0.12536,-0.21706,-0.0528,-0.36422,-0.81738,-0.097694,0.00047585,-0.063357,-0.10156,-0.17366,-0.092728,-0.1111,-0.16075,-0.64082,-0.65399,-0.27724,0.21597,-0.56741,0.21305,0.33525
-0.42124,-0.21719,-0.068798,-0.21625,-0.34282,-0.15055,-0.2542,-0.17932,-0.17629,-0.31105,-0.4709,-0.64465,-0.22489,-0.40732,0.064655,-0.51376,-0.90371,-0.056393,-0.019377,-0.079696,-0.15733,-0.18672,-0.10487,-0.12475,-0.21939,-0.63368,-0.66107,-0.26749,0.036897,-0.73378,0.20768,0.45727
