0.0036655,-0.27884,-0.1803,-0.31943,-0.042302,-0.29635,-0.24317,-0.0509,-0.035327,-0.081531,-0.073449,-0.033297,-0.034912,-0.043587,-0.017523,-0.29121,-0.043229,-0.0018347,-0.060316,-0.083877,-0.25118
0.015676,-0.53306,-0.49594,-0.63986,-0.2059,-0.45015,-0.38159,-0.077578,-0.047269,-0.15149,-0.17138,-0.076315,-0.078287,-0.032312,0.0027982,-0.42176,-0.39109,-0.0039831,-0.10173,-0.11147,-0.26003
0.089472,-0.73306,-0.6711,-0.82832,-0.35662,-0.65362,-0.57499,-0.087935,-0.12809,-0.24093,-0.25141,-0.13553,-0.1393,-0.09008,-0.19853,-0.36348,-0.4831,0.044492,-0.16985,-0.17881,-0.4569
0.06323,-1.168,-1.0667,-1.2172,-0.6886,-0.81928,-0.88808,-0.089122,-0.218,-0.37105,-0.35678,-0.22779,-0.23478,-0.1525,-0.41002,-0.6198,-0.68944,-0.048325,-0.29815,-0.32571,-0.75473
-0.0017756,-1.3402,-1.4045,-1.4134,-1.0716,-1.1214,-1.3115,-0.16463,-0.35346,-0.50941,-0.51214,-0.34409,-0.34923,-0.26023,-0.59053,-1.1225,-0.92697,-0.23625,-0.36406,-0.36616,-1.0056
0.073038,-1.7221,-1.7214,-1.8117,-1.1594,-1.2779,-1.4832,-0.29157,-0.4773,-0.64599,-0.65995,-0.4604,-0.4665,-0.2506,-0.72089,-1.3511,-1.2661,-0.39212,-0.48291,-0.47696,-1.2815
-0.18926,-1.7462,-1.9672,-1.8798,-1.4775,-1.4503,-1.6784,-0.45247,-0.57617,-0.79471,-0.84997,-0.62908,-0.63371,-0.14217,-1.0576,-1.517,-1.6632,-0.49476,-0.63623,-0.64006,-1.5163
-0.34063,-2.1521,-2.1016,-2.1926,-1.5365,-1.8087,-2.0032,-0.57625,-0.70554,-0.96318,-1.0637,-0.83608,-0.83758,-0.16885,-1.2781,-1.6217,-1.878,-0.50933,-0.78564,-0.79378,-1.7271
-0.31229,-2.3149,-2.349,-2.4817,-1.4182,-1.9052,-2.1948,-0.63272,-0.85855,-1.1306,-1.2626,-1.0595,-1.0624,-0.24379,-1.5202,-1.9861,-2.2691,-0.56511,-0.98232,-0.98471,-1.8429
-0.28526,-2.4686,-2.384,-2.6852,-1.6665,-2.0701,-2.188,-0.75284,-1.0386,-1.2864,-1.4843,-1.2805,-1.2831,-0.45262,-1.7652,-2.1511,-2.4,-0.70735,-1.1721,-1.1689,-2.1531
