-0.75467,-0.51758,-0.39256,-0.9695,-0.55859,-0.61493,-2.5431,-0.69377,-3.265,-1.0609,-0.61101,-2.8861,-0.17193,-0.74455,-0.55425,-0.70172,-0.89246,-0.88956,-0.072485,-0.041178,-0.052359,-0.28851,-0.33094,-0.57995,-0.59068,-0.86228,-0.59964,-0.79633
-0.82008,-0.58544,-0.38395,-1.058,-0.57611,-0.73309,-2.6268,-0.85481,-3.1653,-1.1131,-0.69059,-3.0275,-0.21975,-0.74856,-0.56407,-0.76321,-0.97288,-0.96897,-0.099986,-0.046861,-0.068675,-0.32024,-0.35454,-0.5497,-0.68791,-0.95382,-0.58454,-1.0731
-0.94243,-0.58407,-0.40909,-1.1371,-0.67839,-0.85828,-2.717,-1.0266,-3.0202,-1.1756,-0.76581,-3.2022,-0.26987,-0.70076,-0.62729,-0.81594,-1.0428,-1.0378,-0.088211,-0.078656,-0.077713,-0.323,-0.36179,-0.62448,-0.77048,-1.0222,-0.62805,-1.2918
-0.98689,-0.58574,-0.45923,-1.3035,-0.7687,-0.97813,-2.7447,-1.1933,-2.8802,-1.2791,-0.83984,-3.302,-0.32206,-0.72785,-0.72109,-0.86868,-1.1109,-1.1041,-0.092579,-0.1212,-0.073121,-0.34254,-0.38362,-0.69085,-0.84519,-1.06,-0.66315,-1.4515
-1.0049,-0.59318,-0.45257,-1.3957,-0.86112,-1.086,-2.878,-1.3752,-2.7647,-1.3329,-0.89482,-3.201,-0.35782,-0.79578,-0.81555,-0.88891,-1.1542,-1.1461,-0.092949,-0.13083,-0.064323,-0.34804,-0.39052,-0.68455,-0.9341,-1.0766,-0.68626,-1.547
-1.0347,-0.60036,-0.43157,-1.4473,-0.96406,-1.1903,-2.9061,-1.5569,-2.6773,-1.3428,-0.93751,-3.3222,-0.39272,-0.80343,-0.8956,-0.9251,-1.1803,-1.173,-0.11723,-0.14207,-0.072278,-0.35607,-0.40041,-0.75511,-1.0267,-1.0849,-0.70838,-1.6034
-1.1011,-0.69792,-0.43642,-1.542,-1.0413,-1.31,-2.9819,-1.7082,-2.6802,-1.329,-0.98891,-3.4107,-0.42483,-0.87179,-0.93531,-0.93589,-1.2166,-1.2088,-0.1339,-0.1329,-0.071281,-0.36849,-0.41598,-0.79117,-1.0998,-1.1104,-0.70724,-1.6361
-1.1449,-0.69287,-0.45753,-1.6293,-1.1046,-1.421,-3.0099,-1.847,-2.6584,-1.3353,-1.0456,-3.3673,-0.44008,-0.98908,-0.99458,-0.91367,-1.2344,-1.2245,-0.14062,-0.12824,-0.079593,-0.38293,-0.4298,-0.77919,-1.16,-1.1455,-0.79947,-1.6549
-1.1682,-0.71418,-0.46106,-1.7005,-1.178,-1.5102,-3.0496,-1.9637,-2.6682,-1.3804,-1.0847,-3.2841,-0.45326,-1.0566,-1.066,-0.92937,-1.2265,-1.216,-0.14252,-0.15703,-0.10038,-0.4006,-0.44939,-0.78729,-1.2278,-1.1793,-0.79965,-1.6409
-1.1999,-0.75385,-0.45704,-1.749,-1.2518,-1.6054,-3.0225,-2.0868,-2.6585,-1.4814,-1.1098,-3.3332,-0.46529,-1.0825,-1.1374,-0.95151,-1.2122,-1.2006,-0.13697,-0.17428,-0.10749,-0.40887,-0.46011,-0.79491,-1.2867,-1.2112,-0.7913,-1.6295
