-0.091434,0.21504,-0.097661,0.053481,0.069478,-0.39079,-0.38956,-0.13862,-0.38442,-1.3732,-0.53495,-0.6081,-0.64757,-1.0693,-2.7596,-0.037472,-0.036596,-0.77055,-0.83519,-0.84347,-0.25454,-0.47933,-0.10442,-0.48448,-0.24628,-0.37354,-0.16707,-0.36322,-1.495
-0.024758,0.33549,0.073458,0.19496,0.1472,-0.27404,-0.29282,0.072982,-0.45697,-1.3774,-0.48101,-0.46159,-1.1323,-0.98853,-2.7023,0.23918,0.074317,-0.49325,-0.84985,-0.84942,-0.19481,-0.28392,0.048057,-0.27884,-0.22833,0.073194,-0.0013092,-0.030349,-1.4612
0.13083,0.5525,0.20188,0.26936,0.13696,-0.0090823,-0.019408,0.20911,0.028519,-1.2319,-0.26738,-0.44934,-1.3799,-0.81419,-2.4522,0.3813,-0.048991,-0.43116,-0.74662,-0.75069,-0.2451,-0.28861,0.10576,-0.12886,-0.33329,0.16421,0.067775,0.10406,-1.4504
0.12618,0.71906,0.31469,0.3797,0.12727,0.11719,0.11427,0.55662,0.040106,-0.88697,-0.15445,-0.18386,-1.3678,-0.54499,-2.1864,0.37968,-0.16593,-0.13005,-0.64375,-0.64711,-0.308,-0.17011,0.048759,-0.031515,-0.17356,0.040527,0.034896,-0.10717,-1.4538
0.148,0.82267,0.43821,0.26301,0.51096,0.30349,0.30945,0.71807,0.26359,-0.86405,0.038407,0.33352,-1.3966,-0.43736,-1.8307,0.37052,-0.18237,-0.13043,-0.59378,-0.60665,-0.15732,-0.11688,0.12897,0.068684,-0.25577,-0.17694,0.20786,-0.15232,-1.3576
0.25518,0.88587,0.5587,0.17557,0.56766,0.53241,0.52918,0.8607,0.52244,-0.5861,0.3802,0.77553,-1.3835,-0.34774,-1.6004,0.25906,-0.26967,-0.32004,-0.44497,-0.45819,0.043028,-0.20875,0.16747,0.37966,-0.094278,-0.1094,0.44987,-0.031147,-1.3937
0.28382,1.0203,0.73575,0.10596,0.42697,0.5781,0.56647,1.0818,0.58871,-0.69815,0.51139,0.87333,-1.3916,-0.13277,-1.4089,0.25894,-0.0018032,-0.42877,-0.54282,-0.55186,0.12189,-0.15175,0.026043,0.4205,-0.03036,-0.023121,0.7228,0.15681,-1.1496
0.27893,1.0295,0.94198,0.20003,0.57191,0.60938,0.61636,1.0512,0.77451,-0.60334,0.75502,0.99246,-1.3953,0.054717,-1.43,0.39643,0.035098,-0.50397,-0.48885,-0.50201,0.12976,-0.27448,0.027931,0.56988,0.051446,-0.073898,0.99998,0.27352,-0.98386
0.30636,1.0066,1.0909,0.23695,0.52342,0.66225,0.66849,1.1245,0.87785,-0.63547,0.88336,1.128,-1.1354,0.22254,-1.0802,0.50125,0.22771,-0.39183,-0.57028,-0.57494,0.17098,-0.21682,-0.026957,0.67357,0.11265,-0.23696,1.2267,0.19266,-0.76552
0.32273,1.0663,1.236,0.27774,0.85222,0.79094,0.79278,1.2039,1.1588,-0.50931,1.1457,1.223,-1.0586,0.38884,-1.0562,0.56576,0.19696,-0.45654,-0.67804,-0.68952,0.18777,-0.27556,-0.014888,0.58883,0.20056,-0.22923,1.1899,0.14985,-0.47149
