-0.45765,-0.10366,-0.26804,-0.041667,-0.4579,-0.09133,-0.16541,0.037735,0.026623,-0.10116,-0.10429,-0.066608,-0.11189,-0.20297,-0.19516,-1.3183,-0.42336,-0.33112,-0.30173,-0.1642,0.034419,-0.34992,-0.2681,-0.24349,0.044555,-0.1072,-0.18745,-0.038087,-0.19234,0.053038,-0.017708,-0.043131,-0.16766,-0.30127,-0.12215,-0.025831
-0.64901,-0.062751,-0.51967,0.11588,-0.53806,-0.14503,-0.21768,0.065023,0.073061,-0.078169,-0.070425,-0.16247,-0.24148,-0.22312,-0.28992,-1.5774,-0.5996,-0.48369,-0.46132,-0.30674,-0.014765,-0.3976,-0.23517,-0.21348,-0.29373,-0.13893,-0.35226,-0.17858,-0.040646,-0.17134,-0.044194,-0.045756,-0.47963,-0.46758,-0.085711,0.01822
-0.55913,-0.13308,-0.30999,-0.20224,-0.23277,-0.26578,-0.16563,0.054754,0.041827,-0.13441,-0.12716,-0.24072,-0.39691,-0.12745,-0.38863,-1.8083,-0.71827,-0.56838,-0.39766,-0.38393,-0.44465,-0.55069,-0.22751,-0.20488,0.1471,-0.60718,-0.53336,-0.11819,-0.076474,-0.33058,-0.027532,-0.043267,-0.76299,-0.65333,0.019145,0.10219
-0.57918,-0.13663,-0.18582,-0.27068,-0.37284,-0.29101,-0.29629,0.10725,0.12761,-0.22389,-0.21685,-0.12192,-0.35633,-0.77394,-0.59216,-1.9324,-1.0007,-0.75952,-0.42263,-0.51884,-0.42072,-0.70732,-0.191,-0.17291,-0.50177,-0.42752,-0.59278,-0.3068,-0.30365,-0.68274,-0.077534,-0.099984,-1.1001,-0.92171,0.11154,0.1693
-0.49337,-0.25772,-0.091482,-0.2568,-0.28372,-0.21147,-0.45131,0.074682,0.073933,-0.14723,-0.13912,-0.18841,-0.49503,-0.91104,-0.7492,-2.1409,-1.249,-0.88654,-0.63636,-0.63072,-0.63497,-0.79195,-0.22698,-0.20454,-0.26344,-0.51114,-0.46117,-0.53297,-0.22289,-0.97282,-0.053039,-0.04196,-1.2146,-1.0841,-0.093836,0.11986
-0.35984,-0.34172,-0.44318,-0.54921,-0.59664,-0.41444,-0.32927,-0.13533,-0.13182,-0.26325,-0.26718,-0.28323,-0.64878,-0.77397,-0.74702,-2.5256,-1.2754,-0.98638,-0.75209,-0.71847,-0.6085,-0.9112,-0.25257,-0.22738,-0.48862,-0.68037,-0.54961,-0.58458,-0.43966,-0.94295,-0.067416,-0.085923,-1.2348,-1.2949,-0.2494,-0.076293
-0.52926,-0.28379,-0.3799,-0.69555,-0.41438,-0.36952,-0.36324,-0.28022,-0.25071,-0.30917,-0.28552,-0.35394,-0.68114,-1.2551,-0.8087,-2.6148,-1.4549,-1.1218,-0.85195,-0.67816,-0.62196,-0.96746,-0.23471,-0.21448,-0.55156,-0.82665,-0.65855,-0.46481,-0.25045,-0.63238,-0.1327,-0.16842,-1.383,-1.4801,-0.447,-0.34965
-0.68924,-0.39336,-0.354,-0.46218,-0.43511,-0.44727,-0.50448,-0.45207,-0.42934,-0.3101,-0.30598,-0.51828,-0.74938,-1.1069,-1.0273,-2.4994,-1.7202,-1.1079,-0.75613,-0.64632,-0.78888,-1.1024,-0.21538,-0.1932,-0.33996,-0.63341,-0.84444,-0.51321,-0.46187,-1.0276,-0.1697,-0.15545,-1.6093,-1.5996,-0.63262,-0.39875
-0.83605,-0.38339,-0.39876,-0.58413,-0.6133,-0.59658,-0.29185,-0.49314,-0.50874,-0.55529,-0.54472,-0.68439,-0.89366,-1.463,-1.1147,-2.5504,-1.9062,-1.1717,-0.86076,-0.6886,-0.68898,-1.2217,-0.2398,-0.21677,-0.44913,-0.501,-0.80818,-0.66645,-0.44455,-1.2582,-0.1637,-0.17808,-1.6306,-1.7116,-0.76536,-0.3745
-1.0351,-0.36383,-0.40152,-0.65164,-0.68271,-0.58219,-0.32084,-0.4161,-0.40849,-0.58462,-0.58145,-0.77358,-1.0032,-1.6476,-1.3307,-2.5575,-2.031,-1.2927,-0.8812,-0.7866,-0.83777,-1.2357,-0.24662,-0.22706,-1.033,-0.50654,-0.72308,-0.55655,-0.63889,-1.0868,-0.20854,-0.28276,-1.5411,-1.8496,-0.73277,-0.3126
