0,0,0,0,-0.0075706,-0.0018506,-0.085679,-0.015728,-0.0042755,-0.028462,0,0,0,0,0,0,-0.040348,-0.018076,-0.00098408
0,0,0,0,-0.0060069,-0.0016916,-0.084525,-0.016456,-0.0034086,-0.023603,0,0,0,0,0,0,-0.036482,-0.013619,-0.00062847
0,0,0,0,-0.0055344,-0.0016027,-0.087608,-0.014319,-0.0030541,-0.023877,0,0,0,0,0,0,-0.034499,-0.014433,-0.00066407
0,0,0,0,-0.0056888,-0.0015234,-0.08542,-0.015758,-0.0031491,-0.020629,0,0,0,0,0,0,-0.033526,-0.013884,-0.00059699
0,0,0,0,-0.0061445,-0.0015273,-0.080298,-0.014923,-0.0033284,-0.02145,0,0,0,0,0,0,-0.034822,-0.017693,-0.00063948
0,0,0,0,-0.0059419,-0.0018292,-0.067948,-0.014433,-0.003495,-0.022133,0,0,0,0,0,0,-0.030342,-0.017992,-0.00066071
0,0,0,0,-0.0067704,-0.0019498,-0.074727,-0.014468,-0.0035278,-0.021185,0,0,0,0,0,0,-0.035783,-0.019271,-0.00073697
0,0,0,0,-0.0066737,-0.002043,-0.072464,-0.015044,-0.0031681,-0.022184,0,0,0,0,0,0,-0.042958,-0.019352,-0.00068601
0,0,0,0,-0.0066809,-0.002002,-0.073433,-0.016116,-0.0035663,-0.020648,0,0,0,0,0,0,-0.044314,-0.019004,-0.00057085
0,0,0,0,-0.0060949,-0.0019985,-0.075123,-0.016311,-0.0041723,-0.016613,0,0,0,0,0,0,-0.044621,-0.018008,-0.00057604
