-0.36578,-0.17864,-0.43683,-0.60588,-2.0256,-1.5322,-1.4293,-2.6766,-2.3083,-2.3425,-3.2273,-1.4529,-0.80469,-0.53543,-0.52502,-0.52912,-0.10741,-0.37324,-2.5333,-2.5244,-0.59612
-0.32994,-0.19087,-0.45256,-0.56735,-1.9835,-1.7604,-1.916,-2.7683,-2.2276,-2.2005,-3.2357,-1.3841,-0.84528,-0.64919,-0.50014,-0.49322,-0.10791,-0.35474,-2.6141,-2.6169,-0.66344
-0.30514,-0.1747,-0.38453,-0.49321,-1.8218,-1.6132,-1.5281,-2.6723,-2.0758,-2.0699,-3.108,-1.4325,-0.85805,-0.54672,-0.50465,-0.49933,-0.10439,-0.36818,-2.8206,-2.5086,-0.65557
-0.28642,-0.16032,-0.35552,-0.51144,-1.8262,-1.7061,-1.7473,-2.4679,-1.8964,-1.9264,-2.9651,-1.4459,-0.83751,-0.47576,-0.39243,-0.38838,-0.10324,-0.36006,-2.5911,-2.4834,-0.74017
-0.28342,-0.13707,-0.37232,-0.50599,-1.634,-1.613,-1.4666,-2.5683,-1.843,-1.7956,-2.8344,-1.3603,-0.73055,-0.3845,-0.33713,-0.33536,-0.08352,-0.33433,-2.48,-2.3184,-0.57461
-0.28148,-0.13124,-0.34151,-0.51829,-1.6203,-1.4119,-1.4359,-2.6461,-1.5283,-1.6709,-2.7144,-1.2455,-0.67129,-0.4314,-0.2756,-0.27614,-0.072313,-0.30543,-2.4406,-2.3376,-0.54084
-0.27097,-0.12331,-0.3571,-0.51794,-1.5156,-1.463,-1.3487,-2.4502,-1.5392,-1.5426,-2.5697,-1.0908,-0.6224,-0.36314,-0.22624,-0.22508,-0.066482,-0.32039,-2.2189,-2.2681,-0.53606
-0.26277,-0.12496,-0.34979,-0.49316,-1.3863,-1.2055,-1.202,-2.2564,-1.3249,-1.4306,-2.4622,-1.0008,-0.57287,-0.3471,-0.24283,-0.24074,-0.064683,-0.29881,-2.1152,-2.2585,-0.41652
-0.24474,-0.11752,-0.31976,-0.45881,-1.3614,-1.2996,-1.2601,-2.1562,-1.2024,-1.3181,-2.3521,-0.95818,-0.56145,-0.27902,-0.18607,-0.18591,-0.059341,-0.28334,-2.014,-2.1692,-0.42557
-0.23217,-0.11191,-0.30944,-0.428,-1.2684,-1.1492,-1.1054,-2.056,-1.0651,-1.2188,-2.2053,-0.91776,-0.52022,-0.27716,-0.14281,-0.14294,-0.052945,-0.28252,-1.8823,-2.076,-0.40591
