-1.6444,-0.69606,-0.41893,-0.46012,-0.45038,-3.1556,-3.7048,-4.0748,-4.1346,-3.8158,-3.8505,-3.4773,-2.9344,-3.2317,-3.2053,-3.3041,-3.1059,-4.0264,-3.8319,-3.0518,-4.0825,-1.8983,-3.26,-3.3757,-3.6103,-3.61,-3.5923,-3.6982,-3.9412,-3.9138,-3.8323,-3.8422,-3.5319,-3.4581,-3.4796,-3.5473,-3.2663,-3.6777,-1.9871,-3.1895
-1.6835,-0.74136,-0.69608,-0.38996,-0.6713,-3.1481,-3.5687,-3.9045,-3.9719,-3.8109,-3.8478,-3.4745,-2.9865,-3.3621,-3.2077,-3.5748,-3.1529,-4.0632,-3.8074,-3.0093,-3.9648,-1.894,-3.2389,-3.3388,-3.5818,-3.6077,-3.5953,-3.6098,-3.8881,-3.7655,-3.8013,-3.6,-3.5947,-3.3741,-3.4555,-3.4795,-3.2792,-3.6646,-1.9327,-3.0256
-1.5555,-0.78409,-0.70473,-0.501,-0.74882,-3.0925,-3.6417,-3.8382,-3.8945,-3.865,-3.899,-3.6087,-2.9837,-3.3101,-3.1729,-3.3146,-3.1052,-4.048,-3.7878,-2.9838,-3.8342,-1.8952,-3.1899,-3.2828,-3.4787,-3.4976,-3.4833,-3.456,-3.8179,-3.7644,-3.7321,-3.6978,-3.5529,-3.4198,-3.4783,-3.428,-3.2882,-3.6872,-1.8126,-3.0724
-1.3029,-0.91744,-0.52143,-0.25985,-0.46145,-3.2042,-3.4196,-3.7955,-3.8469,-3.8663,-3.905,-3.5449,-2.9308,-3.4095,-3.1788,-3.4126,-3.1577,-4.0588,-3.7915,-2.9904,-3.6754,-1.8951,-3.1453,-3.2268,-3.4016,-3.5135,-3.4989,-3.5545,-3.6875,-3.7127,-3.6728,-3.6944,-3.6264,-3.4645,-3.5171,-3.3263,-3.2864,-3.6745,-1.7771,-2.8679
-1.3153,-1.0249,-0.65909,-0.12455,-0.60549,-3.0951,-3.5211,-3.8756,-3.9433,-3.8375,-3.8804,-3.6503,-2.9328,-3.3697,-3.1753,-3.3391,-3.0849,-3.8963,-3.7486,-2.9585,-3.5448,-1.9005,-3.1346,-3.1676,-3.4185,-3.4137,-3.3949,-3.4553,-3.5971,-3.4887,-3.5315,-3.5653,-3.6195,-3.6839,-3.7474,-3.1969,-3.2739,-3.6286,-1.7907,-2.6663
-0.92855,-0.91297,-0.50317,-0.32894,-0.58855,-3.0453,-3.3709,-3.8863,-3.9593,-3.814,-3.8561,-3.5835,-2.8899,-3.3692,-3.1202,-3.0647,-3.0669,-3.7473,-3.7082,-2.9717,-3.4521,-1.9156,-3.103,-3.0797,-3.3762,-3.4892,-3.475,-3.2774,-3.498,-3.3978,-3.4222,-3.4106,-3.5355,-3.7175,-3.7583,-3.0783,-3.2468,-3.5569,-1.8061,-2.6764
-0.9077,-0.69306,-0.46505,-0.25889,-0.62355,-2.8078,-3.2976,-3.912,-3.9868,-3.8109,-3.8527,-3.5673,-2.8171,-3.2966,-3.0928,-3.2394,-2.994,-3.683,-3.6307,-2.9245,-3.3838,-1.9202,-3.0634,-2.9919,-3.3621,-3.439,-3.424,-3.2562,-3.4049,-3.3797,-3.2706,-3.2602,-3.4661,-3.8534,-3.8617,-2.9545,-3.2115,-3.471,-1.7809,-2.5397
-1.1456,-0.44958,-0.57636,-0.2894,-0.626,-2.6202,-2.9622,-3.8772,-3.9339,-3.774,-3.8159,-3.5124,-2.7837,-3.3084,-3.007,-3.0483,-2.9617,-3.4966,-3.5666,-2.8763,-3.3125,-1.9068,-3.0045,-2.9185,-3.3196,-3.3768,-3.3604,-3.0594,-3.3733,-3.2737,-3.2626,-3.1719,-3.4184,-3.8659,-3.9007,-2.7949,-3.1668,-3.3604,-1.7805,-2.4246
-1.0514,-0.32073,-0.61535,-0.24886,-0.5484,-2.5552,-2.9149,-3.719,-3.7803,-3.6838,-3.7268,-3.3836,-2.6933,-3.2415,-2.9473,-2.913,-2.8993,-3.3722,-3.4837,-2.8142,-3.223,-1.8764,-2.8988,-2.8298,-3.1864,-3.2677,-3.2509,-2.8387,-3.2831,-3.1946,-3.2278,-3.2677,-3.4012,-3.8337,-3.8851,-2.6834,-3.1036,-3.2777,-1.7695,-2.3938
-0.8081,-0.23683,-0.31578,-0.27188,-0.20218,-2.6848,-2.8545,-3.4371,-3.4959,-3.588,-3.6328,-3.3517,-2.6218,-3.1596,-2.8807,-3.0782,-2.8417,-3.3338,-3.3945,-2.7086,-3.135,-1.8437,-2.8129,-2.7282,-3.0752,-3.169,-3.1514,-2.9798,-3.1316,-3.1338,-3.086,-3.1458,-3.3414,-3.8815,-3.9136,-2.5502,-3.0491,-3.1795,-1.6889,-2.3927
