-0.036445,-0.19317,-0.29741,-0.25624,-0.14332,-0.069687,-0.15003,-0.085292,-0.08273,-0.069,-0.12342,-0.030175,-0.084542,-0.12844,-0.068898,-0.084566,-0.15885,-0.093876,-0.092152,-0.2475,-0.11235,-0.065606,-0.17547,-0.084874,-0.082446,-0.084495,-0.092892,-0.17281,-0.016861,-0.13054
-0.12316,-0.44804,-0.52118,-0.53184,-0.42398,-0.18331,-0.3771,-0.18663,-0.18024,-0.14798,-0.3574,-0.20561,-0.18988,-0.47345,-0.15881,-0.19033,-0.31991,-0.18739,-0.1887,-0.46946,-0.26659,-0.11085,-0.47869,-0.29708,-0.14785,-0.20315,-0.21974,-0.45599,-0.093405,-0.26416
-0.27108,-0.71028,-0.86603,-0.80475,-0.77585,-0.32073,-0.66369,-0.29491,-0.28739,-0.24509,-0.69394,-0.70923,-0.30614,-1.0317,-0.2555,-0.30875,-0.46966,-0.28966,-0.29717,-0.66858,-0.5197,-0.20527,-0.91665,-0.62626,-0.27562,-0.35586,-0.37422,-0.80691,-0.22947,-0.40707
-0.44081,-1.0205,-1.1593,-1.1404,-1.1219,-0.39187,-0.97854,-0.45383,-0.44118,-0.34993,-1.0811,-1.2938,-0.46094,-1.5598,-0.38021,-0.44321,-0.63574,-0.41323,-0.42321,-0.92045,-0.79303,-0.34323,-1.3007,-1.062,-0.3307,-0.519,-0.54553,-1.1369,-0.40592,-0.57513
-0.59201,-1.3262,-1.4754,-1.4491,-1.4145,-0.66297,-1.2821,-0.64032,-0.62649,-0.49007,-1.4582,-1.8645,-0.6646,-1.9492,-0.52537,-0.59049,-0.81042,-0.5594,-0.57228,-1.2045,-0.99523,-0.4701,-1.6592,-1.342,-0.45455,-0.71144,-0.73256,-1.4287,-0.60936,-0.77373
-0.75353,-1.5989,-1.7698,-1.7024,-1.764,-0.88035,-1.5885,-0.82107,-0.80505,-0.64202,-1.8661,-2.2723,-0.89128,-2.162,-0.70073,-0.76293,-1.0332,-0.7003,-0.70912,-1.4865,-1.2381,-0.65504,-1.9539,-1.7355,-0.63176,-0.89959,-0.92884,-1.6885,-0.8503,-0.96334
-0.93222,-1.8244,-2.0058,-1.9298,-2.1107,-1.0997,-1.8673,-1.0114,-0.99569,-0.78307,-2.2307,-2.4074,-1.1122,-2.3496,-0.8799,-0.94962,-1.2399,-0.87869,-0.89065,-1.7479,-1.6191,-0.8685,-2.2107,-1.9788,-0.77811,-1.096,-1.128,-1.9378,-1.1078,-1.1561
-1.1442,-2.0124,-2.2766,-2.137,-2.3272,-1.3174,-2.1109,-1.2237,-1.2062,-0.92975,-2.529,-2.6245,-1.3291,-2.4779,-1.0663,-1.1374,-1.4657,-1.0626,-1.0673,-1.9971,-1.8089,-1.0748,-2.3666,-2.2066,-0.94166,-1.2991,-1.331,-2.1368,-1.3414,-1.3583
-1.3725,-2.1694,-2.4023,-2.2935,-2.4757,-1.5508,-2.2925,-1.4325,-1.4167,-1.0787,-2.7232,-2.7395,-1.5467,-2.5493,-1.2369,-1.3165,-1.6586,-1.2448,-1.2504,-2.1715,-1.9928,-1.3156,-2.5682,-2.3961,-1.1586,-1.4973,-1.5358,-2.3157,-1.5256,-1.5532
-1.5754,-2.2697,-2.5195,-2.422,-2.6672,-1.7352,-2.4269,-1.6408,-1.6246,-1.2291,-2.8269,-2.925,-1.7709,-2.6251,-1.4098,-1.4819,-1.8395,-1.4131,-1.4164,-2.2986,-2.154,-1.5261,-2.6664,-2.5488,-1.3424,-1.7022,-1.7462,-2.4785,-1.7437,-1.7312
