-1.1337,-2.2357,0.24717,-2.0744,-2.0438,-2.0758,-1.0807,-1.0732,-0.88398,-0.82485,-1.7744,-1.0536,-2.6225,-0.51463,-0.95558,-0.41218,-1.5755,-0.21165,-0.44884,0.049234,-2.6393
-1.072,-2.2649,0.29891,-2.1019,-2.0716,-2.0295,-0.93896,-0.9238,-0.67136,-0.63701,-1.624,-0.88314,-2.5582,-0.32081,-0.50559,-0.39308,-1.5104,0.082762,-0.31955,0.19762,-2.4695
-0.945,-2.2185,0.64396,-1.7682,-2.0837,-2.1777,-0.71227,-0.70441,-0.6482,-0.45668,-1.3703,-0.70607,-2.6048,-0.18832,-0.41415,-0.36306,-1.2307,0.33652,-0.14639,0.23767,-2.3598
-0.95796,-2.0585,0.69264,-1.6899,-1.9356,-1.9493,-0.52708,-0.52233,-0.47977,-0.2969,-1.0707,-0.55261,-2.517,-0.12044,-0.29022,-0.3492,-1.1365,0.48804,-0.10071,0.14421,-2.1626
-0.74883,-1.7463,0.91884,-1.5173,-2.0668,-2.06,-0.50493,-0.50043,-0.32086,-0.18025,-0.5832,-0.41628,-2.2073,-0.029989,-0.023668,-0.35848,-1.0241,0.60365,0.13891,0.10384,-1.9841
-0.89498,-1.436,1.0899,-1.3117,-1.7031,-1.6972,-0.39113,-0.39014,-0.32829,-0.087568,-0.32955,-0.31035,-1.8858,-0.0030896,0.061059,-0.48676,-1.1159,0.73082,0.30652,0.10645,-1.5412
-0.74068,-1.1902,1.1783,-1.1809,-1.5004,-1.4435,-0.4776,-0.48154,-0.34375,-0.019219,-0.18203,-0.22056,-1.7445,0.030467,0.23074,-0.49583,-0.73307,0.84479,0.43852,0.13498,-0.91684
-0.54911,-1.1308,1.189,-1.0867,-1.1517,-1.1382,-0.51857,-0.52258,-0.30249,0.038093,-0.063407,-0.1489,-1.5652,0.072257,0.43963,-0.2886,-0.96225,0.94179,0.51373,0.15395,-0.87836
-0.5941,-0.97139,1.1529,-0.98415,-0.89494,-0.88881,-0.41696,-0.40699,-0.27812,0.06407,-0.0018971,-0.098904,-1.4402,0.1003,0.62588,-0.2298,-0.55821,1.0142,0.5477,0.21476,-0.49489
-0.49336,-0.75585,1.2107,-0.98872,-0.87327,-0.8974,-0.53361,-0.52652,-0.2944,0.087102,0.070796,-0.057344,-1.3248,0.1291,0.67545,-0.24755,-0.4785,1.0786,0.49623,0.20829,-0.24525
