1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,23,24,25,26,27,29,33,37,38,40
-0.102,-0.099,-0.042,-0.096,-0.041,-0.073,-0.121,-0.099,-0.075,-0.154,-0.148,-0.132,-0.316,-0.225,-0.338,-0.294,-0.392,-2.054,-2.197,-0.168,-0.106,-0.232,-0.155,-0.813,-0.997,-0.991,-0.127,-0.121,-0.356,-0.065,-0.001
-0.082,-0.083,-0.057,-0.104,-0.055,-0.068,-0.112,-0.093,-0.071,-0.161,-0.151,-0.133,-0.284,-0.447,-0.333,-0.276,-0.382,-1.586,-1.956,-0.106,-0.075,-0.132,-0.094,-0.615,-0.846,-0.841,-0.163,-0.119,-0.173,-0.048,0.0
-0.106,-0.086,-0.046,-0.088,-0.038,-0.064,-0.09,-0.07,-0.048,-0.118,-0.114,-0.098,-0.2,-0.279,-0.29,-0.22,-0.311,-1.464,-1.678,-0.225,-0.087,-0.102,-0.085,-0.354,-0.446,-0.442,-0.134,-0.135,-0.137,-0.045,-0.007
-0.074,-0.085,-0.036,-0.084,-0.033,-0.057,-0.115,-0.062,-0.04,-0.093,-0.087,-0.102,-0.128,-0.147,-0.194,-0.124,-0.18,-0.932,-1.827,-0.454,-0.099,-0.079,-0.055,-0.254,-0.255,-0.252,-0.104,-0.117,-0.145,-0.05,-0.004
-0.046,-0.044,-0.011,-0.038,-0.005,-0.034,-0.073,-0.054,-0.03,-0.081,-0.074,-0.082,-0.054,-0.065,-0.249,-0.166,-0.238,-1.067,-1.554,-0.44,-0.111,-0.058,-0.052,-0.204,-0.172,-0.171,-0.058,-0.067,-0.121,-0.052,-0.008
-0.024,-0.027,0.0,-0.005,0.0,-0.037,-0.047,-0.03,-0.009,-0.051,-0.043,-0.048,-0.04,-0.088,-0.186,-0.119,-0.171,-1.019,-0.997,-0.211,-0.053,-0.031,-0.04,-0.172,-0.131,-0.128,-0.035,-0.034,-0.101,-0.037,-0.001
-0.001,-0.006,0.0,-0.002,0.0,-0.019,-0.032,-0.013,-0.001,-0.034,-0.026,-0.03,-0.02,-0.037,-0.14,-0.078,-0.124,-0.662,-0.576,-0.329,-0.045,-0.023,-0.038,-0.143,-0.142,-0.142,-0.034,-0.016,-0.02,-0.027,-0.002
0.0,-0.002,0.0,0.0,0.0,-0.005,-0.011,0.0,0.0,0.0,0.0,0.0,-0.02,-0.019,-0.053,-0.03,-0.042,-0.439,-0.475,-0.156,-0.008,-0.031,-0.03,-0.149,-0.111,-0.109,-0.02,-0.001,0.0,-0.003,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.001,-0.009,-0.002,-0.001,-0.003,-0.243,-0.326,-0.024,0.0,-0.017,-0.007,-0.117,-0.093,-0.093,-0.014,0.0,-0.001,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005,0.0,0.0,0.0,-0.139,-0.154,-0.034,0.0,-0.003,0.0,-0.059,-0.039,-0.037,-0.002,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,-0.025,-0.018,0.0,0.0,0.0,-0.007,-0.003,-0.004,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,0.0,0.0,0.0,0.0,0.0,-0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
