-0.28813,-0.61546,-0.43479,-0.36663,-0.45483,-0.31171,-0.1677,-0.1323,-0.10352,-0.18939,-0.13777,-0.2905,-0.26748,-0.86297,-1.524,-1.0615,-0.23238,-1.2458,-1.7711,-1.7624,-0.21481,-0.12482,-0.26408,-0.31098,-0.34665,-0.40194,-0.18781,-0.16234,-0.086022
-0.38005,-0.69998,-0.9195,-0.58839,-0.83301,-0.38184,-0.18859,-0.25264,-0.23016,-0.32491,-0.26133,-0.38625,-0.3149,-1.0743,-1.5312,-1.1595,-0.4198,-1.4914,-1.8965,-1.8895,-0.32835,-0.16387,-0.58175,-0.42556,-0.55448,-0.57032,-0.32409,-0.30964,-0.14243
-0.49603,-0.85395,-0.96886,-0.76392,-0.92173,-0.33549,-0.28834,-0.30704,-0.28291,-0.38631,-0.34787,-0.3374,-0.43601,-1.2197,-1.6148,-1.355,-0.57723,-1.6646,-2.0689,-2.0629,-0.38073,-0.17806,-0.46072,-0.44278,-0.76484,-0.78153,-0.47134,-0.43641,-0.15607
-0.66547,-1.0597,-0.81975,-0.79486,-0.9153,-0.46481,-0.4671,-0.42576,-0.41415,-0.3031,-0.28182,-0.52799,-0.58149,-1.3814,-1.8151,-1.5744,-0.728,-1.7599,-2.2514,-2.247,-0.3616,-0.30538,-0.1718,-0.4195,-0.78678,-0.82006,-0.57119,-0.55556,-0.22778
-0.71868,-1.0973,-0.78566,-0.85721,-0.95796,-0.59412,-0.47168,-0.53263,-0.51357,-0.31716,-0.26677,-0.51806,-0.68548,-1.5326,-1.9876,-1.642,-0.91651,-2.0238,-2.3827,-2.3753,-0.29468,-0.44922,-0.25584,-0.49137,-0.89334,-0.96213,-0.75417,-0.69233,-0.20432
-0.81675,-1.1304,-0.85224,-0.93122,-1.0977,-0.57387,-0.54315,-0.60902,-0.59473,-0.57813,-0.53384,-0.53554,-0.84967,-1.5134,-2.048,-1.723,-1.0832,-2.2196,-2.5229,-2.5135,-0.51605,-0.47231,-0.60798,-0.86686,-1.1174,-1.1975,-0.93357,-0.81337,-0.28998
-1.0049,-1.2565,-0.96165,-0.89155,-1.1668,-0.7273,-0.56754,-0.75011,-0.72818,-0.56757,-0.50783,-0.64195,-0.88856,-1.5215,-2.1844,-1.8485,-1.2492,-2.3638,-2.6698,-2.6619,-0.60068,-0.41737,-0.87668,-1.067,-1.2748,-1.333,-0.9542,-0.92258,-0.27926
-1.1795,-1.3089,-1.1905,-1.1082,-1.3077,-0.74832,-0.49173,-0.82042,-0.79628,-0.47612,-0.41512,-0.8257,-0.98412,-1.5336,-2.3604,-2.122,-1.4518,-2.3829,-2.7959,-2.7875,-0.54986,-0.41893,-0.91872,-0.99912,-1.291,-1.3541,-1.0301,-1.0411,-0.38175
-1.2146,-1.3649,-1.3587,-0.98028,-1.413,-0.5575,-0.69234,-0.7799,-0.77785,-0.52786,-0.45997,-0.71467,-1.0601,-1.7195,-2.4592,-2.1411,-1.6201,-2.4734,-2.8839,-2.876,-0.71995,-0.57513,-0.85527,-1.0096,-1.4249,-1.4867,-1.0937,-1.1618,-0.42379
-1.3139,-1.3516,-1.2637,-1.0012,-1.3184,-0.35925,-0.78829,-0.9969,-0.98909,-0.40123,-0.34431,-0.65876,-1.2438,-1.8258,-2.5429,-2.4285,-1.7095,-2.5701,-2.9337,-2.9244,-0.81287,-0.83775,-0.89988,-1.1351,-1.6104,-1.6605,-1.1255,-1.2764,-0.43305
