id,date,dayhour,purchased_revoked,purchased_not_revoked,sold_revoked,sold_not_revoked,region_id,created_at,updated_at
32,2014-01-02,8,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
33,2014-01-02,9,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
34,2014-01-02,10,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
35,2014-01-02,11,19.973,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
36,2014-01-02,12,19.187,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
37,2014-01-02,13,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
38,2014-01-02,14,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
39,2014-01-02,15,20.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
40,2014-01-02,16,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
41,2014-01-02,17,19.787,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
42,2014-01-02,18,19.9,0.0,0.0,81.705,2,2015-03-27 00:00:00,2015-03-27 00:00:00
43,2014-01-02,19,2.0,0.0,0.0,109.333,2,2015-03-27 00:00:00,2015-03-27 00:00:00
44,2014-01-02,20,2.0,0.0,0.0,88.337,2,2015-03-27 00:00:00,2015-03-27 00:00:00
45,2014-01-02,21,0.0,0.0,0.0,44.838,2,2015-03-27 00:00:00,2015-03-27 00:00:00
46,2014-01-02,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
47,2014-01-02,23,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
48,2014-01-02,24,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
49,2014-01-03,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
50,2014-01-03,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
51,2014-01-03,3,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
52,2014-01-03,4,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
53,2014-01-03,5,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
54,2014-01-03,6,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
55,2014-01-03,7,14.588,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
56,2014-01-03,8,6.673,0.0,0.0,3.84,2,2015-03-27 00:00:00,2015-03-27 00:00:00
57,2014-01-03,9,17.86,0.0,0.0,18.652,2,2015-03-27 00:00:00,2015-03-27 00:00:00
58,2014-01-03,10,0.76,0.0,0.0,62.064,2,2015-03-27 00:00:00,2015-03-27 00:00:00
59,2014-01-03,11,3.14,0.0,0.0,15.827,2,2015-03-27 00:00:00,2015-03-27 00:00:00
60,2014-01-03,12,16.654,0.0,0.0,5.85,2,2015-03-27 00:00:00,2015-03-27 00:00:00
61,2014-01-03,13,3.913,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
62,2014-01-03,14,14.767,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
63,2014-01-03,15,0.133,0.0,0.0,9.98,2,2015-03-27 00:00:00,2015-03-27 00:00:00
64,2014-01-03,16,0.0,0.0,0.0,21.525,2,2015-03-27 00:00:00,2015-03-27 00:00:00
65,2014-01-03,17,0.0,0.0,0.0,87.176,2,2015-03-27 00:00:00,2015-03-27 00:00:00
66,2014-01-03,18,0.0,0.0,0.0,196.667,2,2015-03-27 00:00:00,2015-03-27 00:00:00
67,2014-01-03,19,0.0,0.0,0.0,210.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
68,2014-01-03,20,0.0,0.0,0.0,127.433,2,2015-03-27 00:00:00,2015-03-27 00:00:00
69,2014-01-03,21,0.0,0.0,0.0,57.705,2,2015-03-27 00:00:00,2015-03-27 00:00:00
70,2014-01-03,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
71,2014-01-03,23,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
72,2014-01-03,24,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
73,2014-01-04,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
74,2014-01-04,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
75,2014-01-04,3,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
76,2014-01-04,4,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
77,2014-01-04,5,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
78,2014-01-04,6,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
79,2014-01-04,7,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
80,2014-01-04,8,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
81,2014-01-04,9,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
82,2014-01-04,10,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
83,2014-01-04,11,4.614,0.0,0.0,4.68,2,2015-03-27 00:00:00,2015-03-27 00:00:00
84,2014-01-04,12,16.834,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
85,2014-01-04,13,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
86,2014-01-04,14,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
87,2014-01-04,15,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
88,2014-01-04,16,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
89,2014-01-04,17,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
90,2014-01-04,18,0.0,3.564,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
91,2014-01-04,19,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
92,2014-01-04,20,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
93,2014-01-04,21,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
94,2014-01-04,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
95,2014-01-04,23,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
96,2014-01-04,24,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
97,2014-01-05,1,19.667,0.333,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
98,2014-01-05,2,20.0,96.8,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
99,2014-01-05,3,19.533,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
100,2014-01-05,4,19.48,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
101,2014-01-05,5,18.374,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
102,2014-01-05,6,20.0,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
103,2014-01-05,7,20.0,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
104,2014-01-05,8,20.0,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
105,2014-01-05,9,17.874,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
106,2014-01-05,10,19.667,156.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
107,2014-01-05,11,20.0,98.25,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
108,2014-01-05,12,20.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
109,2014-01-05,13,20.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
110,2014-01-05,14,18.328,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
111,2014-01-05,15,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
112,2014-01-05,16,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
113,2014-01-05,17,0.0,74.002,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
114,2014-01-05,18,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
115,2014-01-05,19,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
116,2014-01-05,20,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
117,2014-01-05,21,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
118,2014-01-05,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
119,2014-01-05,23,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
120,2014-01-05,24,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
121,2014-01-06,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
122,2014-01-06,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
123,2014-01-06,3,20.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
124,2014-01-06,4,18.341,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
125,2014-01-06,5,7.94,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
126,2014-01-06,6,17.833,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
127,2014-01-06,7,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
128,2014-01-06,8,0.0,0.0,0.0,33.323,2,2015-03-27 00:00:00,2015-03-27 00:00:00
129,2014-01-06,9,0.0,0.0,0.0,7.333,2,2015-03-27 00:00:00,2015-03-27 00:00:00
130,2014-01-06,10,0.0,0.0,0.0,21.8,2,2015-03-27 00:00:00,2015-03-27 00:00:00
131,2014-01-06,11,0.0,0.0,0.0,58.833,2,2015-03-27 00:00:00,2015-03-27 00:00:00
132,2014-01-06,12,0.0,0.0,0.0,2.071,2,2015-03-27 00:00:00,2015-03-27 00:00:00
133,2014-01-06,13,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
134,2014-01-06,14,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
135,2014-01-06,15,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
136,2014-01-06,16,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
137,2014-01-06,17,0.0,50.033,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
138,2014-01-06,18,0.0,48.986,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
139,2014-01-06,19,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
140,2014-01-06,20,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
141,2014-01-06,21,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
142,2014-01-06,22,0.0,56.617,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
143,2014-01-06,23,15.306,79.333,0.0,0.013,2,2015-03-27 00:00:00,2015-03-27 00:00:00
144,2014-01-06,24,0.0,6.583,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
145,2014-01-07,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
146,2014-01-07,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
147,2014-01-07,3,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
148,2014-01-07,4,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
149,2014-01-07,5,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
150,2014-01-07,6,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
151,2014-01-07,7,3.08,0.0,0.0,38.395,2,2015-03-27 00:00:00,2015-03-27 00:00:00
152,2014-01-07,8,0.0,0.0,0.0,185.67,2,2015-03-27 00:00:00,2015-03-27 00:00:00
153,2014-01-07,9,0.0,14.217,0.0,205.16,2,2015-03-27 00:00:00,2015-03-27 00:00:00
154,2014-01-07,10,14.754,0.0,0.0,190.12,2,2015-03-27 00:00:00,2015-03-27 00:00:00
155,2014-01-07,11,0.0,0.0,0.0,89.344,2,2015-03-27 00:00:00,2015-03-27 00:00:00
156,2014-01-07,12,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
157,2014-01-07,13,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
158,2014-01-07,14,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
159,2014-01-07,15,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
160,2014-01-07,16,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
161,2014-01-07,17,3.607,0.0,0.0,12.374,2,2015-03-27 00:00:00,2015-03-27 00:00:00
162,2014-01-07,18,0.0,0.0,0.0,18.088,2,2015-03-27 00:00:00,2015-03-27 00:00:00
163,2014-01-07,19,0.0,0.0,0.0,27.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
164,2014-01-07,20,0.0,0.0,0.0,20.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
165,2014-01-07,21,0.0,0.0,0.0,1.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
166,2014-01-07,22,0.0,0.0,0.0,27.765,2,2015-03-27 00:00:00,2015-03-27 00:00:00
167,2014-01-07,23,0.0,0.0,0.0,1.44,2,2015-03-27 00:00:00,2015-03-27 00:00:00
168,2014-01-07,24,0.0,0.0,0.0,12.764,2,2015-03-27 00:00:00,2015-03-27 00:00:00
169,2014-01-08,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
170,2014-01-08,2,0.0,72.417,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
171,2014-01-08,3,0.0,7.7,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
172,2014-01-08,4,0.0,77.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
173,2014-01-08,5,0.0,77.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
174,2014-01-08,6,0.0,122.633,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
175,2014-01-08,7,0.0,22.692,0.0,13.041,2,2015-03-27 00:00:00,2015-03-27 00:00:00
176,2014-01-08,8,0.0,4.748,0.0,17.914,2,2015-03-27 00:00:00,2015-03-27 00:00:00
177,2014-01-08,9,16.833,0.0,0.0,0.167,2,2015-03-27 00:00:00,2015-03-27 00:00:00
178,2014-01-08,10,0.0,2.5,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
179,2014-01-08,11,19.54,69.743,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
180,2014-01-08,12,0.0,0.0,0.0,163.333,2,2015-03-27 00:00:00,2015-03-27 00:00:00
181,2014-01-08,13,0.0,0.0,0.0,132.4,2,2015-03-27 00:00:00,2015-03-27 00:00:00
182,2014-01-08,14,0.0,0.0,0.0,90.1,2,2015-03-27 00:00:00,2015-03-27 00:00:00
183,2014-01-08,15,0.0,0.0,0.0,107.353,2,2015-03-27 00:00:00,2015-03-27 00:00:00
184,2014-01-08,16,6.4,0.0,0.0,108.249,2,2015-03-27 00:00:00,2015-03-27 00:00:00
185,2014-01-08,17,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
186,2014-01-08,18,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
187,2014-01-08,19,0.0,38.974,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
188,2014-01-08,20,0.0,21.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
189,2014-01-08,21,3.0,17.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
190,2014-01-08,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
191,2014-01-08,23,0.0,7.827,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
192,2014-01-08,24,0.0,0.0,0.0,16.471,2,2015-03-27 00:00:00,2015-03-27 00:00:00
193,2014-01-09,1,0.0,28.967,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
194,2014-01-09,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
195,2014-01-09,3,0.0,59.033,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
196,2014-01-09,4,0.0,0.0,0.0,1.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
197,2014-01-09,5,0.0,0.0,0.0,1.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
198,2014-01-09,6,0.0,21.817,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
199,2014-01-09,7,7.813,21.336,0.0,0.973,2,2015-03-27 00:00:00,2015-03-27 00:00:00
200,2014-01-09,8,16.94,5.929,0.0,0.009,2,2015-03-27 00:00:00,2015-03-27 00:00:00
201,2014-01-09,9,19.667,18.683,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
202,2014-01-09,10,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
203,2014-01-09,11,0.0,21.067,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
204,2014-01-09,12,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
205,2014-01-09,13,0.0,0.0,0.0,40.5,2,2015-03-27 00:00:00,2015-03-27 00:00:00
206,2014-01-09,14,0.0,0.0,0.0,19.171,2,2015-03-27 00:00:00,2015-03-27 00:00:00
207,2014-01-09,15,1.0,0.0,0.0,51.352,2,2015-03-27 00:00:00,2015-03-27 00:00:00
208,2014-01-09,16,0.0,0.0,0.0,44.7,2,2015-03-27 00:00:00,2015-03-27 00:00:00
209,2014-01-09,17,4.694,0.652,0.0,6.387,2,2015-03-27 00:00:00,2015-03-27 00:00:00
210,2014-01-09,18,0.0,8.438,0.0,16.6,2,2015-03-27 00:00:00,2015-03-27 00:00:00
211,2014-01-09,19,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
212,2014-01-09,20,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
213,2014-01-09,21,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
214,2014-01-09,22,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
215,2014-01-09,23,0.0,3.48,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
216,2014-01-09,24,0.0,0.0,0.0,20.071,2,2015-03-27 00:00:00,2015-03-27 00:00:00
217,2014-01-10,1,0.0,0.0,0.0,27.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
218,2014-01-10,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
219,2014-01-10,3,0.0,67.15,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
220,2014-01-10,4,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
221,2014-01-10,5,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
222,2014-01-10,6,0.0,55.3,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
223,2014-01-10,7,0.0,41.155,0.0,19.84,2,2015-03-27 00:00:00,2015-03-27 00:00:00
224,2014-01-10,8,0.0,0.0,0.0,17.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
225,2014-01-10,9,0.0,0.0,0.0,20.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
226,2014-01-10,10,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
227,2014-01-10,11,14.2,0.0,0.0,2.52,2,2015-03-27 00:00:00,2015-03-27 00:00:00
228,2014-01-10,12,19.973,3.95,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
229,2014-01-10,13,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
230,2014-01-10,14,0.0,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
231,2014-01-10,15,18.713,79.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
232,2014-01-10,16,0.0,165.887,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
233,2014-01-10,17,0.34,39.973,0.0,14.415,2,2015-03-27 00:00:00,2015-03-27 00:00:00
234,2014-01-10,18,0.0,0.0,0.0,32.934,2,2015-03-27 00:00:00,2015-03-27 00:00:00
235,2014-01-10,19,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
236,2014-01-10,20,0.0,0.0,0.0,9.49,2,2015-03-27 00:00:00,2015-03-27 00:00:00
237,2014-01-10,21,0.0,3.45,0.0,1.388,2,2015-03-27 00:00:00,2015-03-27 00:00:00
238,2014-01-10,22,11.974,17.976,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
239,2014-01-10,23,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
240,2014-01-10,24,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
241,2014-01-11,1,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
242,2014-01-11,2,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
243,2014-01-11,3,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
244,2014-01-11,4,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
245,2014-01-11,5,0.0,0.0,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
246,2014-01-11,6,0.0,0.0,0.0,2.85,2,2015-03-27 00:00:00,2015-03-27 00:00:00
247,2014-01-11,7,0.0,0.0,0.0,106.667,2,2015-03-27 00:00:00,2015-03-27 00:00:00
248,2014-01-11,8,0.0,0.088,0.0,167.096,2,2015-03-27 00:00:00,2015-03-27 00:00:00
249,2014-01-11,9,0.0,0.009,0.0,42.519,2,2015-03-27 00:00:00,2015-03-27 00:00:00
250,2014-01-11,10,0.0,0.0,0.0,0.32,2,2015-03-27 00:00:00,2015-03-27 00:00:00
251,2014-01-11,11,8.598,52.667,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
252,2014-01-11,12,0.0,111.917,0.0,0.0,2,2015-03-27 00:00:00,2015-03-27 00:00:00
