id,date,dayhour,purchased_volumes,sold_volumes,min_purchasing_price,average_purchasing_price,max_selling_price,average_selling_price,region_id,created_at,updated_at
59,2014-01-02,11,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
60,2014-01-02,12,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
61,2014-01-02,13,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
62,2014-01-02,14,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
63,2014-01-02,15,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
64,2014-01-02,16,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
65,2014-01-02,17,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
66,2014-01-02,18,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
67,2014-01-02,19,0.0,187.232,0.0,0.0,145.65,145.22954495,2,2015-03-27 00:00:00,2015-03-27 00:00:00
68,2014-01-02,20,0.0,187.017,0.0,0.0,145.65,145.269608966,2,2015-03-27 00:00:00,2015-03-27 00:00:00
69,2014-01-02,21,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
70,2014-01-02,22,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
71,2014-01-02,23,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
72,2014-01-02,24,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
73,2014-01-02,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
74,2014-01-02,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
75,2014-01-02,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
76,2014-01-02,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
77,2014-01-02,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
78,2014-01-02,6,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
79,2014-01-02,7,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
80,2014-01-02,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
81,2014-01-02,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
82,2014-01-02,10,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
83,2014-01-02,11,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
84,2014-01-02,12,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
85,2014-01-02,13,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
86,2014-01-02,14,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
87,2014-01-02,15,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
88,2014-01-02,16,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
89,2014-01-02,17,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
90,2014-01-02,18,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
91,2014-01-02,19,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
92,2014-01-02,20,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
93,2014-01-02,21,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
94,2014-01-02,22,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
95,2014-01-02,23,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
96,2014-01-02,24,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
97,2014-01-03,1,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
98,2014-01-03,2,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
99,2014-01-03,3,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
100,2014-01-03,4,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
101,2014-01-03,5,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
102,2014-01-03,6,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
103,2014-01-03,7,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
104,2014-01-03,8,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
105,2014-01-03,9,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
106,2014-01-03,10,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
107,2014-01-03,11,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
108,2014-01-03,12,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
109,2014-01-03,13,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
110,2014-01-03,14,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
111,2014-01-03,15,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
112,2014-01-03,16,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
113,2014-01-03,17,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
114,2014-01-03,18,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
115,2014-01-03,19,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
116,2014-01-03,20,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
117,2014-01-03,21,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
118,2014-01-03,22,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
119,2014-01-03,23,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
120,2014-01-03,24,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
121,2014-01-03,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
122,2014-01-03,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
123,2014-01-03,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
124,2014-01-03,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
125,2014-01-03,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
126,2014-01-03,6,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
127,2014-01-03,7,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
128,2014-01-03,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
129,2014-01-03,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
130,2014-01-03,10,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
131,2014-01-03,11,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
132,2014-01-03,12,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
133,2014-01-03,13,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
134,2014-01-03,14,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
135,2014-01-03,15,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
136,2014-01-03,16,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
137,2014-01-03,17,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
138,2014-01-03,18,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
139,2014-01-03,19,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
140,2014-01-03,20,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
141,2014-01-03,21,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
142,2014-01-03,22,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
143,2014-01-03,23,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
144,2014-01-03,24,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
145,2014-01-04,1,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
146,2014-01-04,2,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
147,2014-01-04,3,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
148,2014-01-04,4,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
149,2014-01-04,5,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
150,2014-01-04,6,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
151,2014-01-04,7,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
152,2014-01-04,8,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
153,2014-01-04,9,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
154,2014-01-04,10,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
155,2014-01-04,11,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
156,2014-01-04,12,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
157,2014-01-04,13,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
158,2014-01-04,14,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
159,2014-01-04,15,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
160,2014-01-04,16,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
161,2014-01-04,17,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
162,2014-01-04,18,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
163,2014-01-04,19,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
164,2014-01-04,20,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
165,2014-01-04,21,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
166,2014-01-04,22,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
167,2014-01-04,23,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
168,2014-01-04,24,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
169,2014-01-04,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
170,2014-01-04,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
171,2014-01-04,3,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
172,2014-01-04,4,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
173,2014-01-04,5,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
174,2014-01-04,6,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
175,2014-01-04,7,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
176,2014-01-04,8,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
177,2014-01-04,9,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
178,2014-01-04,10,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
179,2014-01-04,11,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
180,2014-01-04,12,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
181,2014-01-04,13,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
182,2014-01-04,14,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
183,2014-01-04,15,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
184,2014-01-04,16,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
185,2014-01-04,17,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
186,2014-01-04,18,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
187,2014-01-04,19,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
188,2014-01-04,20,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
189,2014-01-04,21,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
190,2014-01-04,22,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
191,2014-01-04,23,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
192,2014-01-04,24,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
193,2014-01-05,1,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
194,2014-01-05,2,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
195,2014-01-05,3,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
196,2014-01-05,4,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
197,2014-01-05,5,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
198,2014-01-05,6,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
199,2014-01-05,7,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
200,2014-01-05,8,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
201,2014-01-05,9,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
202,2014-01-05,10,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
203,2014-01-05,11,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
204,2014-01-05,12,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
205,2014-01-05,13,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
206,2014-01-05,14,0.0,205.0,0.0,0.0,145.65,142.20902439,2,2015-03-27 00:00:00,2015-03-27 00:00:00
207,2014-01-05,15,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
208,2014-01-05,16,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
209,2014-01-05,17,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
210,2014-01-05,18,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
211,2014-01-05,19,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
212,2014-01-05,20,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
213,2014-01-05,21,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
214,2014-01-05,22,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
215,2014-01-05,23,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
216,2014-01-05,24,0.0,185.0,0.0,0.0,145.65,145.65,2,2015-03-27 00:00:00,2015-03-27 00:00:00
217,2014-01-05,1,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
218,2014-01-05,2,0.0,0.0,0.0,0.0,0.0,0.0,1,2015-03-27 00:00:00,2015-03-27 00:00:00
