id,date,dayhour,purchases,sales,region_id,interval_id,created_at,updated_at
97,2014-01-03,1,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
98,2014-01-03,1,6.422,8.295,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
99,2014-01-03,2,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
100,2014-01-03,2,8.878,8.805,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
101,2014-01-03,3,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
102,2014-01-03,3,0.0,8.398,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
103,2014-01-03,4,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
104,2014-01-03,4,3.748,7.809,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
105,2014-01-03,5,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
106,2014-01-03,5,8.76,7.782,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
107,2014-01-03,6,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
108,2014-01-03,6,0.0,24.216,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
109,2014-01-03,7,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
110,2014-01-03,7,12.386,8.968,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
111,2014-01-03,8,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
112,2014-01-03,8,5.142,10.784,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
113,2014-01-03,9,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
114,2014-01-03,9,5.785,14.471,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
115,2014-01-03,10,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
116,2014-01-03,10,70.0,16.737,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
117,2014-01-03,11,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
118,2014-01-03,11,5.0,17.351,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
119,2014-01-03,12,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
120,2014-01-03,12,5.0,18.132,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
121,2014-01-03,13,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
122,2014-01-03,13,6.02,16.221,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
123,2014-01-03,14,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
124,2014-01-03,14,11.309,14.65,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
125,2014-01-03,15,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
126,2014-01-03,15,5.721,15.97,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
127,2014-01-03,16,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
128,2014-01-03,16,9.91,15.248,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
129,2014-01-03,17,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
130,2014-01-03,17,10.765,17.826,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
131,2014-01-03,18,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
132,2014-01-03,18,70.0,40.438,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
133,2014-01-03,19,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
134,2014-01-03,19,125.278,19.132,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
135,2014-01-03,20,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
136,2014-01-03,20,127.653,18.539,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
137,2014-01-03,21,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
138,2014-01-03,21,13.12,15.901,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
139,2014-01-03,22,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
140,2014-01-03,22,10.349,12.398,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
141,2014-01-03,23,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
142,2014-01-03,23,18.352,10.946,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
143,2014-01-03,24,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
144,2014-01-03,24,17.066,9.861,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
145,2014-01-04,1,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
146,2014-01-04,1,21.616,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
147,2014-01-04,2,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
148,2014-01-04,2,20.839,0.002,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
149,2014-01-04,3,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
150,2014-01-04,3,17.0,0.083,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
151,2014-01-04,4,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
152,2014-01-04,4,12.19,0.959,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
153,2014-01-04,5,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
154,2014-01-04,5,12.45,13.213,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
155,2014-01-04,6,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
156,2014-01-04,6,8.82,0.272,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
157,2014-01-04,7,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
158,2014-01-04,7,17.68,0.003,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
159,2014-01-04,8,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
160,2014-01-04,8,17.012,0.04,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
161,2014-01-04,9,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
162,2014-01-04,9,40.985,0.24,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
163,2014-01-04,10,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
164,2014-01-04,10,260.022,1.008,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
165,2014-01-04,11,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
166,2014-01-04,11,17.015,2.298,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
167,2014-01-04,12,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
168,2014-01-04,12,12.009,4.575,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
169,2014-01-04,13,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
170,2014-01-04,13,23.897,2.18,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
171,2014-01-04,14,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
172,2014-01-04,14,23.778,1.13,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
173,2014-01-04,15,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
174,2014-01-04,15,17.997,4.697,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
175,2014-01-04,16,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
176,2014-01-04,16,18.103,0.011,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
177,2014-01-04,17,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
178,2014-01-04,17,38.501,0.022,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
179,2014-01-04,18,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
180,2014-01-04,18,37.78,0.019,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
181,2014-01-04,19,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
182,2014-01-04,19,40.157,0.021,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
183,2014-01-04,20,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
184,2014-01-04,20,19.379,0.112,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
185,2014-01-04,21,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
186,2014-01-04,21,39.307,0.79,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
187,2014-01-04,22,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
188,2014-01-04,22,39.28,0.88,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
189,2014-01-04,23,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
190,2014-01-04,23,19.223,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
191,2014-01-04,24,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
192,2014-01-04,24,38.782,19.569,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
193,2014-01-05,1,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
194,2014-01-05,1,12.23,1.05,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
195,2014-01-05,2,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
196,2014-01-05,2,27.356,11.84,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
197,2014-01-05,3,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
198,2014-01-05,3,34.0,19.979,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
199,2014-01-05,4,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
200,2014-01-05,4,34.0,25.159,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
201,2014-01-05,5,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
202,2014-01-05,5,39.925,12.67,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
203,2014-01-05,6,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
204,2014-01-05,6,39.0,25.788,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
205,2014-01-05,7,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
206,2014-01-05,7,39.25,14.69,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
207,2014-01-05,8,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
208,2014-01-05,8,34.11,0.003,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
209,2014-01-05,9,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
210,2014-01-05,9,16.72,0.921,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
211,2014-01-05,10,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
212,2014-01-05,10,22.77,20.999,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
213,2014-01-05,11,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
214,2014-01-05,11,23.476,18.459,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
215,2014-01-05,12,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
216,2014-01-05,12,12.0,19.459,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
217,2014-01-05,13,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
218,2014-01-05,13,32.331,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
219,2014-01-05,14,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
220,2014-01-05,14,25.158,13.135,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
221,2014-01-05,15,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
222,2014-01-05,15,34.42,0.77,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
223,2014-01-05,16,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
224,2014-01-05,16,27.1,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
225,2014-01-05,17,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
226,2014-01-05,17,53.742,0.02,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
227,2014-01-05,18,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
228,2014-01-05,18,63.215,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
229,2014-01-05,19,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
230,2014-01-05,19,97.374,14.219,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
231,2014-01-05,20,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
232,2014-01-05,20,0.0,3.08,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
233,2014-01-05,21,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
234,2014-01-05,21,0.0,2.361,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
235,2014-01-05,22,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
236,2014-01-05,22,12.0,1.798,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
237,2014-01-05,23,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
238,2014-01-05,23,27.23,2.5,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
239,2014-01-05,24,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
240,2014-01-05,24,33.72,2.07,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
241,2014-01-06,1,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
242,2014-01-06,1,5.0,0.1,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
243,2014-01-06,2,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
244,2014-01-06,2,5.34,13.999,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
245,2014-01-06,3,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
246,2014-01-06,3,12.001,9.75,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
247,2014-01-06,4,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
248,2014-01-06,4,11.677,12.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
249,2014-01-06,5,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
250,2014-01-06,5,11.819,12.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
251,2014-01-06,6,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
252,2014-01-06,6,11.584,7.499,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
253,2014-01-06,7,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
254,2014-01-06,7,11.254,4.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
255,2014-01-06,8,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
256,2014-01-06,8,11.321,0.0,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
257,2014-01-06,9,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
258,2014-01-06,9,6.632,0.025,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
259,2014-01-06,10,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
260,2014-01-06,10,0.04,20.95,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
261,2014-01-06,11,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
262,2014-01-06,11,6.889,17.999,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
263,2014-01-06,12,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
264,2014-01-06,12,8.216,18.019,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
265,2014-01-06,13,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
266,2014-01-06,13,12.804,0.1,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
267,2014-01-06,14,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
268,2014-01-06,14,7.243,22.799,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
269,2014-01-06,15,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
270,2014-01-06,15,12.769,0.02,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
271,2014-01-06,16,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
272,2014-01-06,16,12.901,0.03,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
273,2014-01-06,17,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
274,2014-01-06,17,23.941,0.04,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
275,2014-01-06,18,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
276,2014-01-06,18,146.719,0.07,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
277,2014-01-06,19,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
278,2014-01-06,19,278.864,0.1,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
279,2014-01-06,20,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
280,2014-01-06,20,247.0,1.198,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
281,2014-01-06,21,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
282,2014-01-06,21,65.24,0.992,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
283,2014-01-06,22,0.0,0.0,1,1,2015-03-27 00:00:00,2015-03-27 00:00:00
284,2014-01-06,22,0.18,0.004,2,1,2015-03-27 00:00:00,2015-03-27 00:00:00
