id,date,certificate_type,reference_year,traded_volumes,price_reference,price_minimum,price_maximum,created_at,updated_at
17,2014-01-08 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
18,2014-01-08 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
19,2014-01-08 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
20,2014-01-08 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
21,2014-01-08 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
22,2014-01-08 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
23,2014-01-08 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
24,2014-01-08 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
25,2014-01-08 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
26,2014-01-08 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
27,2014-01-08 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
28,2014-01-08 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
29,2014-01-08 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
30,2014-01-08 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
31,2014-01-08 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
32,2014-01-15 00:00:00,CV,Tipo CV (II Trimestre 2013),52274.0,87.9699502621,87.6,88.1,2015-03-27 00:00:00,2015-03-27 00:00:00
33,2014-01-15 00:00:00,TRL,Tipo CV_TRL (2012),2308.0,84.2733102253,84.1,84.5,2015-03-27 00:00:00,2015-03-27 00:00:00
34,2014-01-15 00:00:00,CV,Tipo CV (I Trimestre 2013),32617.0,88.2723932305,88.15,89.4,2015-03-27 00:00:00,2015-03-27 00:00:00
35,2014-01-15 00:00:00,CV,Tipo CV (III Trimestre 2013),52430.0,87.8056059508,87.5,87.98,2015-03-27 00:00:00,2015-03-27 00:00:00
36,2014-01-15 00:00:00,CV,Tipo CV (IV Trimestre 2013),34808.0,87.4259736268,86.5,87.9,2015-03-27 00:00:00,2015-03-27 00:00:00
37,2014-01-15 00:00:00,CV,Tipo CV (2011),13047.0,85.0806622212,84.8,85.5,2015-03-27 00:00:00,2015-03-27 00:00:00
38,2014-01-15 00:00:00,CV,Tipo CV (2012),32681.0,86.6154707628,85.0,87.2,2015-03-27 00:00:00,2015-03-27 00:00:00
39,2014-01-15 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
40,2014-01-15 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
41,2014-01-15 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
42,2014-01-15 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
43,2014-01-15 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
44,2014-01-15 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
45,2014-01-15 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
46,2014-01-15 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
47,2014-01-15 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
48,2014-01-15 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
49,2014-01-15 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
50,2014-01-15 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
51,2014-01-15 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
52,2014-01-15 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
53,2014-01-15 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
54,2014-01-15 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
55,2014-01-15 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
56,2014-01-15 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
57,2014-01-15 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
58,2014-01-15 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
59,2014-01-15 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
60,2014-01-15 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
61,2014-01-15 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
62,2014-01-15 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
63,2014-01-15 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
64,2014-01-15 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
65,2014-01-22 00:00:00,CV,Tipo CV (IV Trimestre 2013),161185.0,88.3248879859,86.5,88.9,2015-03-27 00:00:00,2015-03-27 00:00:00
66,2014-01-22 00:00:00,CV,Tipo CV (I Trimestre 2013),12588.0,88.8075365427,88.6,88.85,2015-03-27 00:00:00,2015-03-27 00:00:00
67,2014-01-22 00:00:00,CV,Tipo CV (II Trimestre 2013),25365.0,88.6640074906,88.2,88.9,2015-03-27 00:00:00,2015-03-27 00:00:00
68,2014-01-22 00:00:00,CV,Tipo CV (III Trimestre 2013),26850.0,88.5074026071,88.2,88.71,2015-03-27 00:00:00,2015-03-27 00:00:00
69,2014-01-22 00:00:00,CV,Tipo CV (2012),5093.0,88.1406047516,87.0,88.8,2015-03-27 00:00:00,2015-03-27 00:00:00
70,2014-01-22 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
71,2014-01-22 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
72,2014-01-22 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
73,2014-01-22 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
74,2014-01-22 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
75,2014-01-22 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
76,2014-01-22 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
77,2014-01-22 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
78,2014-01-22 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
79,2014-01-22 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
80,2014-01-22 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
81,2014-01-22 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
82,2014-01-22 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
83,2014-01-22 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
84,2014-01-22 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
85,2014-01-22 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
86,2014-01-22 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
87,2014-01-22 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
88,2014-01-22 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
89,2014-01-22 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
90,2014-01-22 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
91,2014-01-22 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
92,2014-01-22 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
93,2014-01-22 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
94,2014-01-22 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
95,2014-01-22 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
96,2014-01-29 00:00:00,CV,Tipo CV (IV Trimestre 2013),95321.0,88.7418794389,87.0,88.89,2015-03-27 00:00:00,2015-03-27 00:00:00
97,2014-01-29 00:00:00,TRL,Tipo CV_TRL (2012),11606.0,88.1341383767,86.0,88.7,2015-03-27 00:00:00,2015-03-27 00:00:00
98,2014-01-29 00:00:00,CV,Tipo CV (III Trimestre 2013),19138.0,88.8414296165,88.0,88.94,2015-03-27 00:00:00,2015-03-27 00:00:00
99,2014-01-29 00:00:00,CV,Tipo CV (2012),9033.0,88.9558950515,88.8,89.0,2015-03-27 00:00:00,2015-03-27 00:00:00
100,2014-01-29 00:00:00,CV,Tipo CV (II Trimestre 2013),13078.0,88.803798746,88.7,88.9,2015-03-27 00:00:00,2015-03-27 00:00:00
101,2014-01-29 00:00:00,CV,Tipo CV (I Trimestre 2013),6000.0,88.6966666667,88.68,88.7,2015-03-27 00:00:00,2015-03-27 00:00:00
102,2014-01-29 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
103,2014-01-29 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
104,2014-01-29 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
105,2014-01-29 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
106,2014-01-29 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
107,2014-01-29 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
108,2014-01-29 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
109,2014-01-29 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
110,2014-01-29 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
111,2014-01-29 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
112,2014-01-29 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
113,2014-01-29 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
114,2014-01-29 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
115,2014-01-29 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
116,2014-01-29 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
117,2014-01-29 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
118,2014-01-29 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
119,2014-01-29 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
120,2014-01-29 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
121,2014-01-29 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
122,2014-01-29 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
123,2014-01-29 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
124,2014-01-29 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
125,2014-01-29 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
126,2014-01-29 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
127,2014-01-29 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
128,2014-02-05 00:00:00,CV,Tipo CV (IV Trimestre 2013),124989.0,88.5396142861,88.0,88.7,2015-03-27 00:00:00,2015-03-27 00:00:00
129,2014-02-05 00:00:00,CV,Tipo CV (I Trimestre 2013),4045.0,88.8208529048,88.8,88.85,2015-03-27 00:00:00,2015-03-27 00:00:00
130,2014-02-05 00:00:00,CV,Tipo CV (II Trimestre 2013),73604.0,88.8397206674,88.5,88.86,2015-03-27 00:00:00,2015-03-27 00:00:00
131,2014-02-05 00:00:00,CV,Tipo CV (III Trimestre 2013),38801.0,88.6811834747,88.5,88.8,2015-03-27 00:00:00,2015-03-27 00:00:00
132,2014-02-05 00:00:00,TRL,Tipo CV_TRL (2012),1001.0,87.90004995,87.9,87.95,2015-03-27 00:00:00,2015-03-27 00:00:00
133,2014-02-05 00:00:00,CV,Tipo CV (2012),890.0,88.8,88.8,88.8,2015-03-27 00:00:00,2015-03-27 00:00:00
134,2014-02-05 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
135,2014-02-05 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
136,2014-02-05 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
137,2014-02-05 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
138,2014-02-05 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
139,2014-02-05 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
140,2014-02-05 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
141,2014-02-05 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
142,2014-02-05 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
143,2014-02-05 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
144,2014-02-05 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
145,2014-02-05 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
146,2014-02-05 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
147,2014-02-05 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
148,2014-02-05 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
149,2014-02-05 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
150,2014-02-05 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
151,2014-02-05 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
152,2014-02-05 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
153,2014-02-05 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
154,2014-02-05 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
155,2014-02-05 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
156,2014-02-05 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
157,2014-02-05 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
158,2014-02-05 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
159,2014-02-05 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
160,2014-02-12 00:00:00,CV,Tipo CV (III Trimestre 2013),19487.0,88.4890952943,88.3,88.51,2015-03-27 00:00:00,2015-03-27 00:00:00
161,2014-02-12 00:00:00,CV,Tipo CV (IV Trimestre 2013),45512.0,88.3515611267,88.3,88.5,2015-03-27 00:00:00,2015-03-27 00:00:00
162,2014-02-12 00:00:00,CV,Tipo CV (I Trimestre 2013),9442.0,88.9,88.9,88.9,2015-03-27 00:00:00,2015-03-27 00:00:00
163,2014-02-12 00:00:00,CV,Tipo CV (II Trimestre 2013),16310.0,88.8,88.8,88.8,2015-03-27 00:00:00,2015-03-27 00:00:00
164,2014-02-12 00:00:00,CV,Tipo CV (2012),4058.0,88.2967964515,88.1,89.0,2015-03-27 00:00:00,2015-03-27 00:00:00
165,2014-02-12 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
166,2014-02-12 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
167,2014-02-12 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
168,2014-02-12 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
169,2014-02-12 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
170,2014-02-12 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
171,2014-02-12 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
172,2014-02-12 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
173,2014-02-12 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
174,2014-02-12 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
175,2014-02-12 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
176,2014-02-12 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
177,2014-02-12 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
178,2014-02-12 00:00:00,TRL,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
179,2014-02-12 00:00:00,TRL,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
180,2014-02-12 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
181,2014-02-12 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
182,2014-02-12 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
183,2014-02-12 00:00:00,CV,2013,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
184,2014-02-12 00:00:00,CV,2003,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
185,2014-02-12 00:00:00,CV,2002,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
186,2014-02-12 00:00:00,CV,2004,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
187,2014-02-12 00:00:00,CV,2005,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
188,2014-02-12 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
189,2014-02-12 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
190,2014-02-12 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
191,2014-02-19 00:00:00,CV,Tipo CV (I Trimestre 2013),6449.0,88.6685455109,88.5,88.7,2015-03-27 00:00:00,2015-03-27 00:00:00
192,2014-02-19 00:00:00,CV,Tipo CV (2012),13471.0,88.0848637815,87.9,88.25,2015-03-27 00:00:00,2015-03-27 00:00:00
193,2014-02-19 00:00:00,CV,Tipo CV (IV Trimestre 2013),35671.0,88.3685851252,88.0,88.47,2015-03-27 00:00:00,2015-03-27 00:00:00
194,2014-02-19 00:00:00,CV,Tipo CV (II Trimestre 2013),18342.0,88.7544226366,88.7,88.8,2015-03-27 00:00:00,2015-03-27 00:00:00
195,2014-02-19 00:00:00,CV,Tipo CV (III Trimestre 2013),8428.0,88.466600617,87.9,88.55,2015-03-27 00:00:00,2015-03-27 00:00:00
196,2014-02-19 00:00:00,CV,Tipo CV (2011),708.0,88.0,88.0,88.0,2015-03-27 00:00:00,2015-03-27 00:00:00
197,2014-02-19 00:00:00,CV,2011,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
198,2014-02-19 00:00:00,CV,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
199,2014-02-19 00:00:00,CV,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
200,2014-02-19 00:00:00,TRL,2010,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
201,2014-02-19 00:00:00,TRL,2009,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
202,2014-02-19 00:00:00,CV,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
203,2014-02-19 00:00:00,TRL,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
204,2014-02-19 00:00:00,TRL,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
205,2014-02-19 00:00:00,CV,2007,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
206,2014-02-19 00:00:00,GSE,2008,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
207,2014-02-19 00:00:00,CV,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
208,2014-02-19 00:00:00,TRL,2006,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
209,2014-02-19 00:00:00,CV,2012,0.0,0.0,0.0,0.0,2015-03-27 00:00:00,2015-03-27 00:00:00
