id,prosumer_id,volume,timestamp,demand_response_id,created_at,updated_at
801,1,19.9638262800091,2016-01-29 12:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
802,4,0.51987867579531,2016-01-29 12:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
803,7,1.03038351745782,2016-01-29 12:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
804,10,0.419545913569853,2016-01-29 12:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
805,1,8.19951388823706,2016-01-29 12:45:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
806,4,0.23239454863534,2016-01-29 12:45:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
807,7,0.438664992449619,2016-01-29 12:45:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
808,10,0.174632353136236,2016-01-29 12:45:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
809,1,6.01015297487113,2016-01-29 13:00:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
810,4,0.211324256693622,2016-01-29 13:00:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
811,7,0.303864108765773,2016-01-29 13:00:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
812,10,0.13005702655819,2016-01-29 13:00:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
813,1,24.2817078785876,2016-01-29 13:15:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
814,4,0.517368216159455,2016-01-29 13:15:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
815,7,1.24287249688119,2016-01-29 13:15:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
816,10,0.508540387475566,2016-01-29 13:15:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
817,1,29.0112704653266,2016-01-29 13:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
818,4,0.682631520991652,2016-01-29 13:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
819,7,1.48331324053887,2016-01-29 13:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
820,10,0.575403565164235,2016-01-29 13:30:00 UTC,11,2016-01-29 14:01:03 UTC,2016-01-29 15:12:18 UTC
