week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	96.26434095488572	19.79607457879455	95.75000658095827	80.44649825024699	63.62376391713246
1	96.60253975017103	19.646983872182215	68.92748821395037	59.438868233151645	67.30610630385331
2	99.34897752835343	16.986420531672263	96.86202319664191	-123.69388725153583	54.30223675035768
3	99.38590089485392	50.93622798956011	33.362691136122514	29.82280895805581	34.190771119549794
4	99.36648268688619	77.72774557262267	-65.27878737022166	28.254743734672992	26.754385024494056
5	94.73896187872475	14.609421204067342	-23.494023255559295	98.75029186200949	80.68348686293632
6	98.17140063375993	45.96740845103166	67.60881469670417	97.30829268687032	71.96024806470598
