1	126.2752109366325
2	124.04382384237914	2.231387094253922
3	97.42489741249301	26.61892642988599	2.231387094253922
4	118.80964766871699	3.455603093685074	2.231387094253922	1.7785730799766934
5	108.8752401499977	8.962572283848981	5.686990187938932	1.7785730799766934	0.9718352348711452
6	94.24122207311768	14.634018076879812	7.812856292335134	6.3838921651755705	2.231387094253922	0.9718352348711452
