week	Gen 0	Gen 1	Gen 2	Gen 3
0	82.96433470685139	99.4918891945684	2.8678504011514185	99.2354373760429
1	95.9608973154084	99.19733568121629	-9.595921367766227	99.06909956599037
2	1.3100292336240442	93.94755695938643	32.84321678303273	98.82543387640659
3	88.88960048785515	99.59487425238953	10.339658853801508	99.20333009238608
4	94.97623273392864	99.19257218823434	-9.560338215525471	98.92449942152356
5	98.3679656812397	99.38270718425953	0.4723664311471849	97.92566566609898
6	97.20654100539592	99.23132940193126	-11.180887729823514	99.19172138255362
7	95.88833742797856	97.93495382090661	1.470279674537951	94.92257173614748
8	71.8304195074983	98.12650017368732	-12.392299208515782	98.3679850488396
9	82.54036343815291	98.8613071711948	3.3369433489999287	97.62295933057365
