1	21.1009
2	31.793
3	34.178
4	34.148
5	32.1351
6	27.0012
7	27.4039
8	26.469
9	26.9541
1	21.1009
2	31.6794
3	34.22
4	32.2156
5	31.1208
6	32.004
7	27.5465
8	26.6494
9	25.6613
1	21.1009
2	31.657
3	34.9683
4	33.1416
5	31.5662
6	31.0559
7	28.5062
8	27.3031
9	24.7539
1	21.1009
2	31.7821
3	34.7336
4	33.5228
5	32.8821
6	31.5731
7	27.5396
8	26.9745
9	26.6058
1	21.1009
2	35.3614
3	33.8416
4	33.3121
5	32.8477
6	31.2517
7	30.794
8	25.5915
9	26.4456
1	21.1009
2	31.7821
3	34.384
4	32.5109
5	32.0628
6	28.3941
7	29.2733
8	26.9676
9	26.041
1	21.1009
2	31.5785
3	34.2599
4	34.0806
