week	Gen 0	Gen 1	Gen 2	Gen 3
0	83.37965301233544	99.63902112878446	2.604776892463223	99.22582391724978
1	96.7220547458611	99.1834148308469	-9.14718498083474	99.37544680428395
2	1.6415682334968558	93.72297233570382	32.8748134688104	97.3218139731517
3	88.97413135524026	99.31054790422746	10.419556662021122	99.14745141659745
4	95.5767939845454	98.78585998437775	-9.61503412496864	98.94464545258359
5	98.62201010669479	99.40688210426097	0.4617585196556294	97.63927363852324
6	95.92924550803232	98.42575639005065	-11.055830383972856	99.07384566268641
7	94.96893524366558	98.00875832184717	1.4366916986078964	97.2007059503212
8	72.17890714689213	97.74496050805297	-12.274378272223045	98.24069725317932
9	80.33805059451825	98.77720624953938	3.648152385399133	97.86375078444256
