1	21.1009
2	10.0166
3	9.55239
4	8.58333
5	4.54472
6	3.87023
7	2.73933
8	4.63774
9	2.6801
1	21.1009
2	10.3978
3	8.18796
4	7.15728
5	5.60785
6	4.61058
7	2.9651
8	3.27683
9	3.06565
1	21.1009
2	10.0166
3	8.61255
4	4.91315
5	5.60785
6	3.6688
7	3.28172
8	5.13058
9	2.39289
1	21.1009
2	10.0166
3	10.174
4	7.91687
5	5.95923
6	3.46901
7	3.41805
8	5.11102
9	2.57615
1	21.1009
2	10.0166
3	8.18796
4	6.24161
5	6.38603
6	7.80279
7	8.50669
8	3.27683
9	2.5518
1	21.1009
2	10.0166
3	10.174
4	7.78477
5	5.95923
6	4.32212
7	3.51246
8	2.97067
9	2.16755
1	21.1009
2	10.0166
3	8.61255
4	6.04015
