week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4
0	0.9718352348711452	1.7785730799766934	5.686990187938932	108.8752401499977	8.962572283848981
1	1.275574647733011	2.7384299378539954	6.048351932729702	193.2212241992096	14.318820419410201
