week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8
0	-3.533359370916834	63.04459533305026	90.02981708704915	54.86859042837108	94.84626420099917	89.76245685924198	89.79133124923571	94.36965749507948	65.06603793547151
1	-16.46392985097696	79.17326965725472	78.76517947199108	73.94626281721301	92.63720723624014	80.72438800453571	92.47540914866208	93.68119713583162	95.132608178718
2	14.625935318015296	66.08006762957764	81.20790512491729	-24.310104225867335	92.45266852614307	95.97161231447487	71.03343237516306	90.54091215823358	83.89738925008714
3	44.670412350743476	76.08446498058112	-32250.90728710479	71.56627623051506	96.7450508167136	97.99988620352707	95.08167840009668	95.75437768754482	88.53206079663089
4	71.4032702458932	84.14905229472018	-5898544.9520286005	82.2878021282689	95.62507512100713	95.06529949674938	92.39921662028647	95.13946645062404	92.63593789221432
5	93.31684546348757	89.1398450931924	-Infinity	89.9701102748466	94.44587442924026	93.32016197304239	92.91349367359607	90.3993453142684	92.5815779804865
6	91.0219144008359	94.28350362185446	-3871276.654334083	96.11076129416061	96.71919044692915	98.31695343464501	95.74892820995551	98.93189807232608	95.05414519187573
7	15.74668265868426	47.16185379047129	-2601.3201227458317	54.63326013875985	83.52165927639994	44.28165110840644	60.40171978365301	80.32116274522807	80.39777671321183
8	-19.464770480503734	40.492128506284594	49.28380689978911	83.55402742136442	76.64930066825929	51.77528532021179	53.224972270594236	84.37654223232308	81.97336471487161
9	0.9837064470784931	78.29264862425994	-1327.4110190046656	59.22028705832596	90.13214379158009	78.10616629528631	63.517912564508904	92.64496520587325	73.5432365803155
