week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	7.536454319351293	95.62921540272407	92.74521863628148	47.649023722020814	83.93048972926849	91.88365365877269	77.57886138937742
1	-8.266126792152916	95.1405646260644	92.37499233310918	71.66597323021492	87.57057660540802	94.48339901533694	84.74551830826867
2	28.051064899964828	94.65096211879226	94.53392878040958	-6.830873530530404	91.2091053041223	91.09580995869774	94.1900297376368
3	7.281262420306075	93.34118382206265	90.6652762477063	80.12980719464163	91.6461209395683	94.37912796227323	76.0195666920318
4	-13.751565552117867	89.74570155636977	93.0284923986273	86.27631714549346	91.9242021815171	83.41798502451584	78.07300287478864
5	-0.5651578141130876	92.51317695732152	88.32917971474667	91.15407564673903	71.60738183143158	82.65917289490076	79.99750248497391
6	-16.488968002823125	98.46904127160093	99.43972675461464	83.04722987869171	96.07828376238449	92.60133580062725	78.27313789462994
7	-0.25913836045465694	87.92868784870153	85.1061426090941	68.68614313791598	73.17750257169524	54.56971835815134	84.58734105491658
8	-14.798981506413847	91.65712316259267	70.69313464560044	86.06503725874266	63.61779447823307	58.077659348677045	50.70944821745348
9	3.4330342883177414	96.72768032097449	-1085.927086707555	63.74874480378001	90.60312848640807	69.54712634616371	69.60954696109937
