1	21.10089358614828
2	18.817012037316417	0.0
3	24.08868391052924	4.615366350373901	1.4703183106378486
4	24.032137750554515	6.517530254199564	3.5593577572456554	0.8279324908069539
5	18.0157688161305	0.0	0.0	0.0	0.0
6	22.953517704487275	3.108245489738828	2.3769588301199995	0.0	0.0	0.0
7	19.940164312350277	16.3192697401788	5.38348480354765	4.856166474591434	3.108245489738828	1.7627889386822533	0.0
8	20.018752416474356	7.068148159233642	3.2686738113332217	2.0752821778710655	1.9115668076388754	0.0	0.0	0.0
9	22.945867016478186	6.262421853507212	1.6298562451420258	0.0	0.0	0.0	0.0	0.0	0.0
