week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.968712644118302	0.01648213360822969	116.0355906420741	0.037998042861764586
1	1.0185452185813089	0.03838192921692202	176.0192123489786	0.03449610360178198
2	12.147032565748107	0.30136875019265247	42.513224503335756	0.02840865039454147
3	1.0931425624220379	0.018132631506826105	88.01932855338416	0.018398766020904272
4	0.6828271826157166	0.0354039486316171	204.86544484546744	0.03682665922711575
5	0.16511650380086038	0.023033388066426977	270.76000324930396	0.05057690354246549
6	0.38707671798427074	0.024829923218518513	181.55569369795467	0.02993371986552519
7	0.3032302134653012	0.030153583468696028	129.2922890718188	0.17045034390028524
8	3.424554859057812	0.03551130693330366	168.9105633651978	0.07162616825018259
9	2.625962063950615	0.025488110790348885	123.09059854185365	0.08991679130279519
