week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6	Spectral 7	Spectral 8
0	12.265886058838122	0.0	0.0	0.0	3.0195719801186613	0.0	0.0	0.0	4.88592928637704
1	5.096709458771938	0.0	0.0	0.0	7.80637545379602	0.0	0.0	0.0	10.85609173370095
