week	Spectral 0
0	18.20723548786037
1	14.747813775188062
2	33.557456310763314
3	19.616321754671166
4	5.62335161281952
5	5.3511927428243355
6	0.3427896914873977
7	8.286682992080983
8	10.90196676156006
9	11.94629570918601
