Week	Adaptive 0	Adaptive 1	Adaptive 2	Adaptive 3	Adaptive 4	Adaptive 5	Adaptive 6	Adaptive 7	Adaptive 8
0	112.917	0.0477905	1.19553	0.264886	6.02972	0.0326657	1.90721	0.0664949
1	172.17	0.0602212	0.767058	0.591499	3.93024	0.20309	0.578988	0.410605
2	41.546	0.0263394	0.155594	1.31937	10.9847	0.0410768	0.990252	0.288342
3	86.3752	0.0524364	0.762415	0.550471	1.45463	0.0602118	0.813332	0.16234
4	198.009	0.0683552	3.60294	0.729264	0.929957	0.0436089	2.67833	0.0905979
5	267.562	0.0665218	1.503	1.25917	0.374125	0.0461462	1.33026	0.132206
6	173.88	0.0365316	2.32014	0.575756	0.635461	0.00677831	4.70323	0.0441693
7	124.9	0.118863	1.28506	1.93568	0.0581317	0.0527328	2.07453	1.14862
8	165.964	0.088856	4.54087	2.02574	0.121962	0.0442484	1.21702	0.275158
9	117.066	0.0554829	1.19052	3.3511	2.93029	1.65854	1.3135	0.196625
