1	99.6300130512094
2	98.2473181059325	5.255622262349178
3	84.87491415256954	25.702056114819356	5.986091067760558
4	94.15557863168499	16.993152728892596	5.2673516788669765	0.9015576166736783
5	98.38064413628234	5.255622262349178	0.7897169348574384	0.1746966275197761	0.055703609100167
6	86.01073218521236	24.37384558607212	5.255622262349178	0.8191427980307164	0.2592731268871492	0.1746966275197761
