week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4	Genetic 5	Genetic 6
0	95.19422761440673	26.5160627488075	94.55353002398158	-2.8940548244558717	73.86996637241191	92.54816583085412	96.3331112462124
1	94.97887099875666	85.74954162338624	96.05132946874427	-16.16393209607531	81.40309993226552	91.89935086273742	94.12740823189776
