0,0.728084,0.856006,0.426042,0.633492
1,1.305,1.90862,1.03516,1.44339
2,1.92007,2.49193,1.48941,1.7149
3,1.9894,2.74003,1.78077,1.83895
4,1.49646,2.21539,1.96883,1.63257
5,1.50931,1.56688,2.25131,1.64669
6,0.984087,0.88813,2.65601,1.85057
7,1.65641,1.06052,2.41159,1.69684
8,1.56359,1.14753,2.90949,2.25626
9,1.57943,1.25439,2.99801,2.57937
