week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7
0	113.90631583873484	0.0500168345411867	0.9335848416141084	0.260261629590444	5.176715534614053	0.029914738978368733	1.804860931179559	0.06646945344597938
1	171.51559666988703	0.05932668448636048	0.8718820343071488	0.5945459640132993	3.675758088365741	0.6692349706796219	0.5337207388763385	0.6573412819895393
2	40.952951534444715	0.025915845910931868	0.13790923337208955	1.18970930278635	11.10141795864404	0.04172709541159256	1.0852528963597292	0.3520476855895989
3	86.31644974088807	0.04504530135665039	0.5984841476401481	0.6692594847243896	1.5589564659304034	0.051545653947048194	0.9230221543468144	0.1959948634234082
4	196.56288988184832	0.06287804682972967	5.088102812746901	0.6964308637275827	0.9973195084615609	0.0356418118486051	2.1839992881002463	0.06852606583248927
5	267.78880546600647	0.05466816245176759	1.1511260307267	1.5780880794908907	0.35252706243823645	0.041089359660294866	1.4318072164838962	0.10172891666651754
6	174.00538955676723	0.031842318365756246	2.382024898179449	0.5425048631596633	0.7487522818425745	0.003339970572398413	4.5921158483811695	0.040095400288933054
7	124.33675591102133	0.15194878837570505	1.589404819841324	2.126716927884872	0.05812090994014797	0.05535184795955521	1.4925002400814114	1.7700114322393168
8	167.03491141991117	0.15103061840046006	3.880525834040099	1.888703816554028	0.1582009538390544	0.040103950909044915	0.725703677171507	0.34269922389399965
9	116.40121857339429	0.030855352751146408	1.0740387007453598	3.852352591218955	2.6949242829519515	1.7292907313084507	1.6377461236416098	0.1591613234535932
