1	99.6300130512094
2	92.630075926534	8.930956059464748
3	92.08694240731256	8.35641816295211	2.278790730901431
4	88.04714913995434	11.351049232041007	2.40729171743944	1.9921003784412878
5	87.09576729363948	9.733412400497649	2.8848521293885483	2.6047966269543643	0.4631159420127795
6	84.29953002297253	11.088049725525508	3.544155830171608	3.3734828923291715	2.858704503239677	0.46543817095063655
