week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6	Gen 7	Gen 8	Gen 9
0	36.40023057644133	12.01141424555854	26.965909994425964	35.11259093682781	19.719018870152492	5.7574522399835795	19.624374082618417	34.078439224186994	35.96478694378272	23.63026987552251
1	37.813201924679184	22.802493623034707	27.448926808861362	30.259871270346316	33.977265898944154	4.060076134941152	49.08731542874325	14.946492260835326	14.342683022118155	16.53815828345932
2	25.693519089002226	12.420530828913833	1.4357620845878438	7.38855282961609	11.91896674632671	21.82798171399441	20.0957663033301	4.282164050248597	10.401888165620392	6.111015729099409
3	55.208338887492836	3.4483888500921838	8.098334895870646	18.116943301023042	2.276350701105692	8.666092590719991	17.631341279322267	17.522666396825088	3.4514127157652674	3.158279605390982e-13
4	42.58908243887268	1.4366257086766119	10.489830740067758	10.352684404304496	5.192878977593623	0.32237621411535117	16.072460832267023	39.8436605539103	1.9278975044039568	-5.222066073170658e-13
5	50.62906753224231	5.286325034499113	31.248786157317372	8.84253559171109	11.927730749575941	1.2364475713341558	30.39380719870938	59.94240443777119	18.56935103005221	5.8306596006662925
6	3.7657104903880683	0.08478632237829298	0.889038215672504	0.04013949070898038	2.1112031130247026	0.02230465324919993	0.21986097473539423	2.551706890883578	0.0	4.836794869246802
7	18.335993359050562	9.669476197532864	0.0	11.137462966090888	22.63518942607505	1.8483742464459145	38.188561016369576	30.24791766707621	0.778756495518027	10.32468836945962
8	27.694370848994907	21.534602246996847	2.811675391239828	37.72620061363163	4.9210836412001955	5.196668510150066	41.1811538106924	12.772869891126549	4.856032751750564	13.62049797401738
9	13.55244218299678	1.4692927456522353	0.4557599855462451	32.252878735910606	4.1161417901638515	5.806712760897089	14.819443005046368	1.8018911834053606	8.943594380629104	5.7850746833027085
