week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4	Genetic 5
0	5.4992133024589185	95.95301746827494	87.79752700870512	96.97213955657973	90.6265897969733	69.6167166431821
1	-7.674546448540472	94.87675560206105	85.67779231285921	96.64069220457637	84.46303243474196	85.56460384365067
