week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	96.69632264801677	81.53074092213274	96.8430628313872	98.10820433234316	5.986623792979263
1	96.28575649208524	88.55999738771906	99.22519030049658	97.9742004252894	-7.974540332258921
2	81.9333564097191	-4.5337129158319796	92.10910460781227	87.61851386439251	30.86432102173181
3	97.04979305806873	82.03486546715493	98.13669911956264	97.1138703488146	9.358394406185667
4	85.79388077743675	91.22522085284075	95.98838736319621	97.20797230846443	-8.659262199286951
5	89.48719767057588	94.53407043293868	96.2617901110177	98.07095223410708	0.7270154948179519
6	94.49452349067062	92.97093359123974	97.4407152633869	98.38092062257627	-10.661516621134194
7	77.82237070761457	96.36382000876283	89.69186177872632	95.15025348005601	1.7182488205883997
8	70.87933562940655	96.21387892155889	64.42227121610607	95.86913490493266	-12.304913313576566
9	88.61700442962245	62.59986971930913	97.62597152026655	98.60443926503821	3.775963595164078
