week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4
0	10.498267599014682	6.035835533717325	3.350748134385647	89.84296771176213	2.5786801186734287
1	12.711938469307569	6.371597280703938	5.935993148596541	177.66094803079557	1.7765553965190826
