week	Spectral 0	Spectral 1
0	0	150.9717760047647
1	0.30037997608124645	194.01167057698171
2	0.33658792394379655	82.67406665635491
3	0.3461496436888809	114.44777128210035
4	0.07012509231260239	208.31942645660786
5	0.3610188673946255	287.9708325708468
6	0.34115600519993894	183.74659117597002
7	0.22971220449850926	143.1839928995795
8	0.3720805682602335	168.35571420433644
9	0.3653143951257185	148.0358162145626
