week	Gen 0	Gen 1	Gen 2
0	0.013991580519028556	118.48877701395213	1.4166033706120984
1	0.02682975364891844	176.23313663119464	0.7827765676438031
2	0.5692092072154711	42.21079148407789	12.135968069828037
3	0.024212463847577862	87.93232101458334	1.0154557845564391
4	0.10345095282483259	204.94842035717724	0.46563468717187984
5	0.015698769009722738	270.7649283723846	0.0568150284607898
6	0.017959602937755913	181.85344536599206	0.08070239492993918
7	0.16206468007623076	129.4993572524898	0.025969330987240597
8	0.5454886985612042	171.50437695070448	0.04136684114575513
9	0.011256175990638797	121.83583162737638	3.784210209466169
