week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5
0	7.598975807297762	2.5786801186734287	2.231387094253922	4.211116822625044	1.7785730799766934	87.85457810062428
1	12.319467454078364	1.7765553965190826	1.9063216175739477	4.829464798347907	2.7384299378539954	172.06635634513475
