week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5
0	13.814694861365574	11.043074331285968	0.0	0.0	0.0	11.975595780471242
1	15.902583509128277	4.639989438773519	0.0	0.0	0.0	38.88752605652853
