week	Spectral 0
0	18.207235487860988
1	14.747813775186996
2	33.55745631076484
3	19.616321754670928
4	5.623351612818033
5	5.3511927428242565
6	0.3427896914872748
7	8.286682992079667
8	10.901966761561747
9	11.94629570918601
