1	21.1009
2	20.7957
3	28.1465
4	24.478
5	24.1148
6	30.2342
7	23.5429
8	30.9057
9	66.1675
1	21.1009
2	28.6043
3	19.6209
4	23.933
5	24.1148
6	71.2661
7	57.7775
8	28.7836
9	64.7952
1	21.1009
2	20.7957
3	25.2994
4	19.9504
5	19.5129
6	61.7079
7	55.3817
8	50.8213
9	18.9519
1	21.1009
2	20.7957
3	23.881
4	19.7663
5	31.8479
6	69.0142
7	31.5805
8	35.8571
9	54.9581
1	21.1009
2	20.7957
3	28.1465
4	34.2834
5	20.416
6	36.8334
7	37.4259
8	77.7544
9	88.4294
1	21.1009
2	20.7957
3	28.1465
4	24.478
5	19.5129
6	69.0142
7	65.4153
8	38.2562
9	60.8007
1	21.1009
2	20.7957
3	25.2994
4	19.7663
