week	Gen 0	Gen 1	Gen 2
0	0.012579906284519849	118.55144805866375	1.3902623904199631
1	0.027562017480693115	176.21926422160735	0.6787575484330112
2	0.5874435644022669	42.22090146547958	12.112171270508078
3	0.015828813463004323	87.93774945551218	1.0213623821311064
4	0.10509287414484046	204.04056813201208	0.46345952146308517
5	0.014807469148408536	270.7645558484124	0.057186682156996106
6	0.03488892763534293	181.8724205344788	0.05230576348851296
7	0.1563316335203203	129.4798407332907	0.0214301741570985
8	0.5473956511103434	171.51432719763926	0.027533671101708602
9	0.025531709362407312	121.82735074805369	3.7868150498441846
