week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4
0	0.17841762872703928	2.9874009226119926	0.10990150053063542	0.022373731067879002	117.01212793587963
1	0.30843228324463784	1.8571900198071645	0.052624145982576725	0.031226251849437146	174.922047679138
2	1.0359326914643048	10.729929246592349	0.33916878983252574	0.4176424476437118	42.256137577190046
3	0.21186716299716263	1.5915904915389025	0.03483074678898818	0.06312781715906546	87.45131278651162
4	1.0337892835528613	0.686429485586754	0.5896917438570068	0.04836398514500034	203.43527213390635
5	0.6984161928738358	0.255725941185914	0.10934117449140324	0.04682073256585098	270.0734263368443
6	0.5610582591237094	0.6320231967767652	0.12654561683697024	0.030923952321243797	180.70265869953153
7	1.4986164705205791	0.10627079630212101	0.2901661715064226	0.05337203108024147	128.25785327947727
8	3.285888859543993	0.09143325861302773	0.9369917897420321	0.037961095563511925	168.54637096442468
9	1.1414694380811703	2.4595855576297265	0.06000022390803281	0.018248970805897432	122.34227104862408
