week	Genetic 0	Genetic 1	Genetic 2	Genetic 3	Genetic 4
0	12.874254308844943	42.172824578038224	31.840241362359915	29.643925865902858	39.07257713655044
1	7.9294642525863255	31.218627793421543	24.731991437093832	18.942445966849256	33.43952085495726
