1	126.2752109366325
2	122.8196078429475	3.455603093685074
3	108.43797053062855	15.605853311751005	2.231387094253922
4	117.23747261430793	3.455603093685074	3.350748134385647	2.231387094253922
5	102.40368731826999	11.428385722020678	5.686990187938932	4.177467589730185	2.5786801186734287
6	102.40368731826999	8.450743440232564	5.929428253059086	4.282322549029622	2.977642281788018	2.231387094253922
7	109.88259552363166	4.427438328556256	3.350748134385647	2.977642281788018	2.5786801186734287	2.231387094253922	0.82671945534456
8	91.48593518629781	9.257481285338038	9.139179051995505	5.6367866682719665	3.455603093685074	3.350748134385647	2.977642281788018	0.9718352348711452
9	94.24122207311768	8.162465245152227	7.4050806103442	4.077865653658183	3.4010425517033447	3.350748134385647	2.5786801186734287	2.231387094253922	0.82671945534456
