1	126.2752109366325
2	108.56509881390281	17.71011212273082
3	101.51030480066862	17.95996234820069	6.804943787764294
4	98.93974071158652	18.349746457296604	6.640659941059678	2.3450638266907013
5	99.3387028747012	13.66011214506942	9.404045065822736	3.11338539538753	0.7589654556525769
6	101.3472303339392	12.454180235247648	7.233945893679234	2.402708182797939	1.7022947605337793	1.1348515304356521
7	94.49644879957918	12.907839433651624	5.781902447798508	5.255605594543617	3.061725372997685	2.6662771362609803	2.10541215180184
8	94.76636015886089	15.988997508349009	5.790047371669985	4.037469996266152	2.5584325569828064	1.7942398365078827	0.8343622036457492	0.5053013043508925
9	88.44493845863207	13.463262761423586	8.983177780342885	4.7274595349169495	3.7369449808787962	3.730989225363338	1.5717128899683095	1.1982623025831378	0.4184630025239604
