week	Gen 0	Gen 1
0	132.53101581063055	18.440760194134242
1	174.05812357573927	20.25392697732785
2	69.4843696341882	13.52628494610984
3	104.69555133920437	10.098369586584496
4	197.93459802466282	10.454953524255814
5	281.4277268461881	6.904124592060086
6	175.1236265046748	8.964120676494467
7	139.2420765284013	4.171628575678632
8	163.39521466472524	5.332580107872381
9	138.7199798735594	9.68115073612853
