week	Spectral 0	Spectral 1	Spectral 2	Spectral 3	Spectral 4	Spectral 5	Spectral 6
0	0.0	9.24570336121835	5.9617329707361515	0.0	0.0	16.373023801759505	0.0
1	0.0	13.405566805337019	39.60411106461565	0.0	0.0	7.93347104894409	0.0
