1	99.8193
2	100.005
3	100.116
4	100.201
5	101.387
6	101.26
7	100.974
8	102.858
9	103.48
1	99.8193
2	100.085
3	100.085
4	100.294
5	100.659
6	100.321
7	102.765
8	102.469
9	102.576
1	99.8193
2	99.9932
3	100.138
4	100.225
5	100.498
6	103.214
7	101.781
8	102.872
9	105.285
1	99.8193
2	99.9867
3	100.08
4	100.392
5	100.432
6	100.636
7	101.169
8	102.916
9	105.814
1	99.8193
2	99.8198
3	100.03
4	100.372
5	100.548
6	100.884
7	104.859
8	102.326
9	102.961
1	99.8193
2	100.003
3	100.205
4	100.366
5	100.518
6	100.719
7	100.98
8	102.013
9	105.55
1	99.8193
2	100.009
3	100.167
4	100.219
