week	Gen 0	Gen 1	Gen 2	Gen 3
0	3.4999107594621774	0.017525146053821643	116.6682076504137	0.05940954995415689
1	1.0910620586363722	0.040547386857845515	175.86106136939853	0.046428062190580044
2	12.120667998649976	0.29431290585352504	42.51587916917377	0.03882426860146758
3	1.115366364641443	0.019971359447711116	88.00346497516513	0.023676329943424505
4	0.8213906011441715	0.02645907938658309	204.76737828361033	0.043702521961940834
5	0.27796258318486033	0.025608412850883708	270.62652032985176	0.03777569571828396
6	0.5286483120450122	0.03437299078519695	181.4007199112602	0.03854438697441785
7	0.3311917715380013	0.022649862084779156	129.33142029763832	0.12439987458358662
8	3.5042943602239562	0.028901324097597745	168.78462546630533	0.07119722409521294
9	2.7115797496696157	0.0242121691406384	122.93169553536585	0.087914554191283
