1	126.2752109366325
2	122.8196078429475	3.455603093685074
3	104.98236743694349	15.605853311751005	5.686990187938932
4	113.83207304029077	5.686990187938932	3.405399574017977	3.350748134385647
5	117.18282117467567	3.455603093685074	2.5786801186734287	2.231387094253922	0.82671945534456
6	105.18986611355899	8.722671194542201	3.455603093685074	3.350748134385647	2.977642281788018	2.5786801186734287
7	101.7201302784793	8.162465245152227	5.929428253059086	5.686990187938932	2.977642281788018	0.9718352348711452	0.82671945534456
8	100.62511423829324	9.257481285338038	5.929428253059086	3.455603093685074	2.977642281788018	2.231387094253922	0.9718352348711452	0.82671945534456
9	91.39909688447085	8.162465245152227	8.160815347313005	4.282322549029622	4.077865653658183	3.4010425517033447	2.977642281788018	2.842125188646758	0.9718352348711452
