1	21.1009
2	63.586
3	102.534
4	136.592
5	160.675
6	162.007
7	191.827
8	211.752
9	242.586
1	21.1009
2	63.3587
3	102.66
4	128.862
5	155.604
6	192.024
7	192.826
8	213.195
9	230.952
1	21.1009
2	63.314
3	104.905
4	132.566
5	157.831
6	186.335
7	199.543
8	218.425
9	222.785
1	21.1009
2	63.5641
3	104.201
4	134.091
5	164.41
6	189.439
7	192.778
8	215.796
9	239.453
1	21.1009
2	70.7228
3	101.525
4	133.248
5	164.238
6	187.51
7	215.558
8	204.732
9	238.01
1	21.1009
2	63.5641
3	103.152
4	130.043
5	160.314
6	170.365
7	204.913
8	215.741
9	234.369
1	21.1009
2	63.157
3	102.78
4	136.322
