week	Gen 0	Gen 1	Gen 2	Gen 3	Gen 4	Gen 5	Gen 6
0	112.62907305950179	0.057427099421230025	0.02421622894756677	6.046395685005066	0.4863709201052264	0.14085039237928212	1.5778367765095642
1	171.3481872441952	0.09951895540296674	0.05865747521372712	4.773171377293915	0.6863024187585882	0.4100475133359459	0.9869398134842939
2	42.13723432768168	0.09911087107098777	0.02874084799520502	12.176392766720504	0.3188558084206749	0.4429551731473418	0.08117870233890048
3	87.00983457517745	0.12006719628422761	0.03862439742015087	1.8978945569990868	0.24270716974807138	0.2258718599841253	0.695953341276067
4	201.40832739615325	0.09711943710823895	0.034306960990662605	0.9154171419122072	0.5932693438921793	0.5358694088300927	2.9554126768672795
5	268.3528345724099	0.06420333939652247	0.048445415199923625	0.43105035688645127	0.344188234575903	0.8952258724816928	2.010474813879392
6	177.6944468120109	0.03440103615886396	0.003548768239040178	1.3598281712430995	0.5081069895142514	0.2973021096712135	2.2151207887240574
7	126.69334938903515	0.0846484964602126	0.030216241051801797	1.0284774881224477	0.8327376795730013	1.6804184298835878	0.7708392924594014
8	163.74756794023202	0.05289015558515118	0.013786238725479669	0.7860723165072838	1.5488762527123103	2.5019676132007245	5.022681597717829
9	116.888917236589	0.03346330487744772	1.71081536223265	3.5721728844088787	0.6380096005086109	2.020070708737996	2.031844852570277
